merchant_id,snapshot_month,risk_score,risk_band
M00501,2026-01-01,0.2762,Low
M00501,2026-02-01,0.2202,Low
M00501,2026-03-01,0.3035,Low
M00501,2026-04-01,0.2177,Low
M00501,2026-05-01,0.1959,Low
M00501,2026-06-01,0.2928,Low
M00502,2026-01-01,0.2262,Low
M00502,2026-02-01,0.277,Low
M00502,2026-03-01,0.2383,Low
M00502,2026-04-01,0.3445,Low
M00502,2026-05-01,0.3777,Medium
M00502,2026-06-01,0.2356,Low
M00502,2026-06-01,0.2127,Low
M00503,2026-01-01,0.252,Low
M00503,2026-02-01,0.2411,Low
M00503,2026-03-01,0.2637,Low
M00503,2026-04-01,0.3984,Medium
M00503,2026-05-01,0.1779,Low
M00503,2026-06-01,0.2343,Low
M00504,2026-01-01,0.2339,Low
M00504,2026-02-01,0.2383,Low
M00504,2026-03-01,0.1085,Low
M00504,2026-04-01,0.124,Low
M00504,2026-05-01,0.0921,Low
M00504,2026-06-01,0.1453,Low
M00505,2026-01-01,0.3442,Low
M00505,2026-02-01,0.1574,Low
M00505,2026-03-01,0.2267,Low
M00505,2026-04-01,0.2744,Low
M00505,2026-05-01,0.3403,Low
M00505,2026-06-01,0.3445,Low
M00506,2026-01-01,0.4804,Medium
M00506,2026-02-01,0.5974,Medium
M00506,2026-03-01,0.6337,Medium
M00506,2026-04-01,0.5291,Medium
M00506,2026-05-01,0.5178,Medium
M00506,2026-06-01,0.567,Medium
M00507,2026-01-01,0.1652,Low
M00507,2026-02-01,0.1381,Low
M00507,2026-03-01,0.2494,Low
M00507,2026-04-01,0.2169,Low
M00507,2026-05-01,0.2195,Low
M00507,2026-06-01,0.4368,Medium
M00508,2026-01-01,0.6926,High
M00508,2026-02-01,0.7314,High
M00508,2026-03-01,0.6245,Medium
M00508,2026-04-01,0.8975,High
M00508,2026-05-01,0.493,Medium
M00508,2026-06-01,0.7171,High
M00509,2026-01-01,0.5149,Medium
M00509,2026-02-01,0.6132,Medium
M00509,2026-03-01,0.5599,Medium
M00509,2026-04-01,0.675,High
M00509,2026-05-01,0.5,Medium
M00509,2026-06-01,0.5851,Medium
M00510,2026-01-01,0.3327,Low
M00510,2026-02-01,0.147,Low
M00510,2026-03-01,0.201,Low
M00510,2026-04-01,0.2879,Low
M00510,2026-05-01,0.154,Low
M00510,2026-06-01,0.302,Low
M00511,2026-01-01,0.28,Low
M00511,2026-02-01,0.1797,Low
M00511,2026-03-01,0.2628,Low
M00511,2026-04-01,0.153,Low
M00511,2026-05-01,0.2472,Low
M00511,2026-06-01,0.4401,Medium
M00512,2026-01-01,0.5739,Medium
M00512,2026-02-01,0.4656,Medium
M00512,2026-03-01,0.6405,Medium
M00512,2026-04-01,0.6667,Medium
M00512,2026-05-01,0.3939,Medium
M00512,2026-06-01,0.5281,Medium
M00513,2026-01-01,0.53,Medium
M00513,2026-02-01,0.3291,Low
M00513,2026-03-01,0.5811,Medium
M00513,2026-04-01,0.4659,Medium
M00513,2026-05-01,0.5183,Medium
M00513,2026-06-01,0.4614,Medium
M00514,2026-01-01,0.6195,Medium
M00514,2026-02-01,0.3584,Medium
M00514,2026-03-01,0.4484,Medium
M00514,2026-04-01,0.6366,Medium
M00514,2026-05-01,0.5912,Medium
M00514,2026-06-01,0.6502,Medium
M00515,2026-01-01,0.3148,Low
M00515,2026-02-01,0.3409,Low
M00515,2026-03-01,0.5201,Medium
M00515,2026-04-01,0.1299,Low
M00515,2026-05-01,0.3016,Low
M00515,2026-06-01,0.1486,Low
M00516,2026-01-01,0.478,Medium
M00516,2026-02-01,0.5465,Medium
M00516,2026-03-01,0.5214,Medium
M00516,2026-04-01,0.5611,Medium
M00516,2026-05-01,0.5419,Medium
M00516,2026-06-01,0.5057,Medium
M00517,2026-01-01,0.486,Medium
M00517,2026-02-01,0.6019,Medium
M00517,2026-03-01,0.5289,Medium
M00517,2026-04-01,0.6038,Medium
M00517,2026-05-01,0.6396,Medium
M00517,2026-06-01,0.4002,Medium
M00518,2026-01-01,0.2609,Low
M00518,2026-02-01,0.1887,Low
M00518,2026-03-01,0.1936,Low
M00518,2026-04-01,0.2986,Low
M00518,2026-05-01,0.4257,Medium
M00518,2026-06-01,0.2198,Low
M00519,2026-01-01,0.2846,Low
M00519,2026-02-01,0.1806,Low
M00519,2026-03-01,0.1956,Low
M00519,2026-04-01,0.2123,Low
M00519,2026-05-01,0.2568,Low
M00519,2026-06-01,0.2463,Low
M00520,2026-01-01,0.5083,Medium
M00520,2026-02-01,0.3692,Medium
M00520,2026-03-01,0.4446,Medium
M00520,2026-04-01,0.4984,Medium
M00520,2026-05-01,0.4876,Medium
M00520,2026-06-01,0.7873,High
M00521,2026-01-01,0.2688,Low
M00521,2026-02-01,0.2416,Low
M00521,2026-03-01,0.0798,Low
M00521,2026-04-01,0.2944,Low
M00521,2026-05-01,0.3838,Medium
M00521,2026-06-01,0.2912,Low
M00522,2026-01-01,0.8185,High
M00522,2026-02-01,0.7862,High
M00522,2026-03-01,0.7719,High
M00522,2026-04-01,0.7947,High
M00522,2026-05-01,0.7527,High
M00522,2026-06-01,0.6903,High
M00523,2026-01-01,0.8805,High
M00523,2026-02-01,0.7418,High
M00523,2026-03-01,0.8481,High
M00523,2026-04-01,0.7638,High
M00523,2026-05-01,0.7331,High
M00523,2026-06-01,0.8166,High
M00524,2026-01-01,0.5539,Medium
M00524,2026-02-01,0.598,Medium
M00524,2026-03-01,0.5134,Medium
M00524,2026-04-01,0.3887,Medium
M00524,2026-05-01,0.6145,Medium
M00524,2026-06-01,0.5318,Medium
M00525,2026-01-01,0.5088,Medium
M00525,2026-02-01,0.5297,Medium
M00525,2026-03-01,0.3956,Medium
M00525,2026-04-01,0.5744,Medium
M00525,2026-05-01,0.5377,Medium
M00525,2026-06-01,0.5418,Medium
M00526,2026-01-01,0.2371,Low
M00526,2026-02-01,0.2824,Low
M00526,2026-03-01,0.1675,Low
M00526,2026-04-01,0.3202,Low
M00526,2026-05-01,0.2415,Low
M00526,2026-06-01,0.3265,Low
M00527,2026-01-01,0.6949,High
M00527,2026-02-01,0.8122,High
M00527,2026-03-01,0.6978,High
M00527,2026-04-01,0.6834,High
M00527,2026-05-01,0.7891,High
M00527,2026-06-01,0.8197,High
M00528,2026-01-01,0.3878,Medium
M00528,2026-02-01,0.3559,Medium
M00528,2026-03-01,0.1958,Low
M00528,2026-04-01,0.0603,Low
M00528,2026-05-01,0.2618,Low
M00528,2026-06-01,0.3266,Low
M00529,2026-01-01,0.2522,Low
M00529,2026-02-01,0.2868,Low
M00529,2026-03-01,0.3802,Medium
M00529,2026-04-01,0.3845,Medium
M00529,2026-05-01,0.2535,Low
M00529,2026-06-01,0.3107,Low
M00530,2026-01-01,0.433,Medium
M00530,2026-02-01,0.4878,Medium
M00530,2026-03-01,0.4087,Medium
M00530,2026-04-01,0.5374,Medium
M00530,2026-05-01,0.5179,Medium
M00530,2026-06-01,0.5922,Medium
M00531,2026-01-01,0.1161,Low
M00531,2026-02-01,0.1797,Low
M00531,2026-03-01,0.2209,Low
M00531,2026-04-01,0.2847,Low
M00531,2026-05-01,0.326,Low
M00531,2026-06-01,0.2255,Low
M00532,2026-01-01,0.2952,Low
M00532,2026-02-01,0.2184,Low
M00532,2026-03-01,0.1176,Low
M00532,2026-04-01,0.3123,Low
M00532,2026-05-01,0.2011,Low
M00532,2026-06-01,0.1889,Low
M00533,2026-01-01,0.6177,Medium
M00533,2026-02-01,0.4273,Medium
M00533,2026-03-01,0.53,Medium
M00533,2026-04-01,0.5276,Medium
M00533,2026-05-01,0.5556,Medium
M00533,2026-06-01,0.6326,Medium
M00534,2026-01-01,0.2115,Low
M00534,2026-02-01,0.453,Medium
M00534,2026-03-01,0.2823,Low
M00534,2026-04-01,0.1635,Low
M00534,2026-05-01,0.2756,Low
M00534,2026-06-01,0.2688,Low
M00534,2026-06-01,0.2457,Low
M00535,2026-01-01,0.1137,Low
M00535,2026-02-01,0.1279,Low
M00535,2026-03-01,0.2441,Low
M00535,2026-04-01,0.3073,Low
M00535,2026-05-01,0.2487,Low
M00535,2026-06-01,0.1241,Low
M00535,2026-06-01,0.1547,Low
M00536,2026-01-01,0.2704,Low
M00536,2026-02-01,0.1533,Low
M00536,2026-03-01,0.3223,Low
M00536,2026-04-01,0.046,Low
M00536,2026-05-01,0.3433,Low
M00536,2026-06-01,0.2155,Low
M00537,2026-01-01,0.2204,Low
M00537,2026-02-01,0.321,Low
M00537,2026-03-01,0.3422,Low
M00537,2026-04-01,0.2346,Low
M00537,2026-05-01,0.2154,Low
M00537,2026-06-01,0.2599,Low
M00538,2026-01-01,0.0269,Low
M00538,2026-02-01,0.2087,Low
M00538,2026-03-01,0.2193,Low
M00538,2026-04-01,0.2233,Low
M00538,2026-05-01,0.3882,Medium
M00538,2026-06-01,0.2416,Low
M00539,2026-01-01,0.5945,Medium
M00539,2026-02-01,0.6011,Medium
M00539,2026-03-01,0.3326,Low
M00539,2026-04-01,0.5883,Medium
M00539,2026-05-01,0.5069,Medium
M00539,2026-06-01,0.5629,Medium
M00540,2026-01-01,0.2892,Low
M00540,2026-02-01,0.2181,Low
M00540,2026-03-01,0.3241,Low
M00540,2026-04-01,0.258,Low
M00540,2026-05-01,0.3099,Low
M00540,2026-06-01,0.1748,Low
M00541,2026-01-01,0.1673,Low
M00541,2026-02-01,0.2515,Low
M00541,2026-03-01,0.2232,Low
M00541,2026-04-01,0.3403,Low
M00541,2026-05-01,0.1832,Low
M00541,2026-06-01,0.259,Low
M00542,2026-01-01,0.1439,Low
M00542,2026-02-01,0.2951,Low
M00542,2026-03-01,0.2244,Low
M00542,2026-04-01,0.2601,Low
M00542,2026-05-01,0.1426,Low
M00542,2026-06-01,0.2013,Low
M00543,2026-01-01,0.2119,Low
M00543,2026-02-01,0.1341,Low
M00543,2026-03-01,0.2449,Low
M00543,2026-04-01,0.3601,Medium
M00543,2026-05-01,0.1244,Low
M00543,2026-06-01,0.1048,Low
M00544,2026-01-01,0.2928,Low
M00544,2026-02-01,0.2726,Low
M00544,2026-03-01,0.275,Low
M00544,2026-04-01,0.3306,Low
M00544,2026-05-01,0.2796,Low
M00544,2026-06-01,0.2907,Low
M00545,2026-01-01,0.0833,Low
M00545,2026-02-01,0.3355,Low
M00545,2026-03-01,0.1967,Low
M00545,2026-04-01,0.3659,Medium
M00545,2026-05-01,0.1758,Low
M00545,2026-06-01,0.2103,Low
M00546,2026-01-01,0.5533,Medium
M00546,2026-02-01,0.4428,Medium
M00546,2026-03-01,0.5514,Medium
M00546,2026-04-01,0.496,Medium
M00546,2026-05-01,0.5303,Medium
M00546,2026-06-01,0.4816,Medium
M00547,2026-01-01,0.0975,Low
M00547,2026-02-01,0.1229,Low
M00547,2026-03-01,0.2255,Low
M00547,2026-04-01,0.261,Low
M00547,2026-05-01,0.2092,Low
M00547,2026-06-01,0.2216,Low
M00548,2026-01-01,0.3224,Low
M00548,2026-02-01,0.1856,Low
M00548,2026-03-01,0.1097,Low
M00548,2026-04-01,0.2045,Low
M00548,2026-05-01,0.2145,Low
M00548,2026-06-01,0.1269,Low
M00549,2026-01-01,0.4603,Medium
M00549,2026-02-01,0.5413,Medium
M00549,2026-03-01,0.5974,Medium
M00549,2026-04-01,0.5303,Medium
M00549,2026-05-01,0.5259,Medium
M00549,2026-06-01,0.5593,Medium
M00550,2026-01-01,0.2146,Low
M00550,2026-02-01,0.2519,Low
M00550,2026-03-01,0.3758,Medium
M00550,2026-04-01,0.2758,Low
M00550,2026-05-01,0.2888,Low
M00550,2026-06-01,0.3533,Medium
M00551,2026-01-01,0.0833,Low
M00551,2026-02-01,0.2179,Low
M00551,2026-03-01,0.306,Low
M00551,2026-04-01,0.2524,Low
M00551,2026-05-01,0.2642,Low
M00551,2026-06-01,0.3451,Low
M00552,2026-01-01,0.7466,High
M00552,2026-02-01,0.7557,High
M00552,2026-03-01,0.7005,High
M00552,2026-04-01,0.8516,High
M00552,2026-05-01,0.6931,High
M00552,2026-06-01,0.7782,High
M00553,2026-01-01,0.0931,Low
M00553,2026-02-01,0.2556,Low
M00553,2026-03-01,0.0596,Low
M00553,2026-04-01,0.1777,Low
M00553,2026-05-01,0.3513,Medium
M00553,2026-06-01,0.2719,Low
M00554,2026-01-01,0.2131,Low
M00554,2026-02-01,0.2835,Low
M00554,2026-03-01,0.3626,Medium
M00554,2026-04-01,0.2598,Low
M00554,2026-05-01,0.2174,Low
M00554,2026-06-01,0.0838,Low
M00555,2026-01-01,0.5025,Medium
M00555,2026-02-01,0.5292,Medium
M00555,2026-03-01,0.5306,Medium
M00555,2026-04-01,0.6518,Medium
M00555,2026-05-01,0.5516,Medium
M00555,2026-06-01,0.6351,Medium
M00556,2026-01-01,0.4958,Medium
M00556,2026-02-01,0.3116,Low
M00556,2026-03-01,0.6043,Medium
M00556,2026-04-01,0.5878,Medium
M00556,2026-05-01,0.5217,Medium
M00556,2026-06-01,0.5464,Medium
M00557,2026-01-01,0.4981,Medium
M00557,2026-02-01,0.4024,Medium
M00557,2026-03-01,0.4861,Medium
M00557,2026-04-01,0.574,Medium
M00557,2026-05-01,0.4753,Medium
M00557,2026-06-01,0.4898,Medium
M00558,2026-01-01,0.4276,Medium
M00558,2026-02-01,0.5097,Medium
M00558,2026-03-01,0.6439,Medium
M00558,2026-04-01,0.6563,Medium
M00558,2026-05-01,0.5472,Medium
M00558,2026-06-01,0.4809,Medium
M00559,2026-01-01,0.1767,Low
M00559,2026-02-01,0.1317,Low
M00559,2026-03-01,0.2496,Low
M00559,2026-04-01,0.1659,Low
M00559,2026-05-01,0.1255,Low
M00559,2026-06-01,0.0731,Low
M00560,2026-01-01,0.4266,Medium
M00560,2026-02-01,0.6139,Medium
M00560,2026-03-01,0.6305,Medium
M00560,2026-04-01,0.6422,Medium
M00560,2026-05-01,0.4718,Medium
M00560,2026-06-01,0.6735,High
M00561,2026-01-01,0.4385,Medium
M00561,2026-02-01,0.4622,Medium
M00561,2026-03-01,0.5463,Medium
M00561,2026-04-01,0.5011,Medium
M00561,2026-05-01,0.4957,Medium
M00561,2026-06-01,0.6543,Medium
M00562,2026-01-01,0.5481,Medium
M00562,2026-02-01,0.5389,Medium
M00562,2026-03-01,0.5232,Medium
M00562,2026-04-01,0.641,Medium
M00562,2026-05-01,0.6123,Medium
M00562,2026-06-01,0.5722,Medium
M00563,2026-01-01,0.4288,Medium
M00563,2026-02-01,0.4856,Medium
M00563,2026-03-01,0.5528,Medium
M00563,2026-04-01,0.5376,Medium
M00563,2026-05-01,0.4572,Medium
M00563,2026-06-01,0.6151,Medium
M00564,2026-01-01,0.191,Low
M00564,2026-02-01,0.3001,Low
M00564,2026-03-01,0.2903,Low
M00564,2026-04-01,0.3874,Medium
M00564,2026-05-01,0.2004,Low
M00564,2026-06-01,0.1066,Low
M00565,2026-01-01,0.1649,Low
M00565,2026-02-01,0.1442,Low
M00565,2026-03-01,0.1395,Low
M00565,2026-04-01,0.3092,Low
M00565,2026-05-01,0.1456,Low
M00565,2026-06-01,0.4649,Medium
M00566,2026-01-01,0.8283,High
M00566,2026-02-01,0.6689,Medium
M00566,2026-03-01,0.7192,High
M00566,2026-04-01,0.8155,High
M00566,2026-05-01,0.665,Medium
M00566,2026-06-01,0.6298,Medium
M00567,2026-01-01,0.8334,High
M00567,2026-02-01,0.7548,High
M00567,2026-03-01,0.9306,High
M00567,2026-04-01,0.7638,High
M00567,2026-05-01,0.6927,High
M00567,2026-06-01,0.7722,High
M00568,2026-01-01,0.5428,Medium
M00568,2026-01-01,0.5321,Medium
M00568,2026-02-01,0.4228,Medium
M00568,2026-03-01,0.6147,Medium
M00568,2026-04-01,0.6264,Medium
M00568,2026-05-01,0.6224,Medium
M00568,2026-06-01,0.686,High
M00569,2026-01-01,0.2303,Low
M00569,2026-02-01,0.2532,Low
M00569,2026-03-01,0.1817,Low
M00569,2026-04-01,0.3242,Low
M00569,2026-05-01,0.1768,Low
M00569,2026-06-01,0.1185,Low
M00570,2026-01-01,0.2099,Low
M00570,2026-02-01,0.2152,Low
M00570,2026-03-01,0.1392,Low
M00570,2026-04-01,0.3425,Low
M00570,2026-05-01,0.3852,Medium
M00570,2026-06-01,0.3446,Low
M00571,2026-01-01,0.1908,Low
M00571,2026-02-01,0.3248,Low
M00571,2026-03-01,0.1385,Low
M00571,2026-04-01,0.3674,Medium
M00571,2026-05-01,0.1784,Low
M00571,2026-06-01,0.2288,Low
M00572,2026-01-01,0.4077,Medium
M00572,2026-02-01,0.4859,Medium
M00572,2026-03-01,0.4971,Medium
M00572,2026-04-01,0.3486,Low
M00572,2026-05-01,0.3321,Low
M00572,2026-06-01,0.5884,Medium
M00573,2026-01-01,0.1993,Low
M00573,2026-02-01,0.2973,Low
M00573,2026-03-01,0.1388,Low
M00573,2026-04-01,0.1522,Low
M00573,2026-05-01,0.2544,Low
M00573,2026-06-01,0.1931,Low
M00574,2026-01-01,0.5149,Medium
M00574,2026-02-01,0.5468,Medium
M00574,2026-03-01,0.4927,Medium
M00574,2026-04-01,0.4431,Medium
M00574,2026-05-01,0.591,Medium
M00574,2026-06-01,0.6328,Medium
M00575,2026-01-01,0.6226,Medium
M00575,2026-02-01,0.5659,Medium
M00575,2026-03-01,0.4964,Medium
M00575,2026-04-01,0.6266,Medium
M00575,2026-05-01,0.5061,Medium
M00575,2026-06-01,0.507,Medium
M00576,2026-01-01,0.6715,High
M00576,2026-02-01,0.6211,Medium
M00576,2026-03-01,0.5398,Medium
M00576,2026-04-01,0.6136,Medium
M00576,2026-05-01,0.6311,Medium
M00576,2026-06-01,0.4235,Medium
M00577,2026-01-01,0.7051,High
M00577,2026-02-01,0.8054,High
M00577,2026-03-01,0.7903,High
M00577,2026-04-01,0.7931,High
M00577,2026-05-01,0.6738,High
M00577,2026-06-01,0.6572,Medium
M00578,2026-01-01,0.7975,High
M00578,2026-02-01,0.7944,High
M00578,2026-03-01,0.786,High
M00578,2026-04-01,0.839,High
M00578,2026-05-01,0.823,High
M00578,2026-06-01,0.7507,High
M00579,2026-01-01,0.475,Medium
M00579,2026-02-01,0.5812,Medium
M00579,2026-03-01,0.4776,Medium
M00579,2026-04-01,0.571,Medium
M00579,2026-05-01,0.3976,Medium
M00579,2026-06-01,0.4927,Medium
M00580,2026-01-01,0.2275,Low
M00580,2026-02-01,0.3045,Low
M00580,2026-03-01,0.1568,Low
M00580,2026-04-01,0.2186,Low
M00580,2026-05-01,0.3345,Low
M00580,2026-06-01,0.2697,Low
M00581,2026-01-01,0.7361,High
M00581,2026-02-01,0.7526,High
M00581,2026-03-01,0.5998,Medium
M00581,2026-04-01,0.7474,High
M00581,2026-05-01,0.7071,High
M00581,2026-06-01,0.7578,High
M00582,2026-01-01,0.2498,Low
M00582,2026-02-01,0.2534,Low
M00582,2026-03-01,0.2588,Low
M00582,2026-04-01,0.2216,Low
M00582,2026-05-01,0.1622,Low
M00582,2026-06-01,0.3369,Low
M00583,2026-01-01,0.3224,Low
M00583,2026-02-01,0.2507,Low
M00583,2026-03-01,0.2803,Low
M00583,2026-04-01,0.1695,Low
M00583,2026-05-01,0.1847,Low
M00583,2026-06-01,0.1857,Low
M00584,2026-01-01,0.5154,Medium
M00584,2026-02-01,0.565,Medium
M00584,2026-03-01,0.6497,Medium
M00584,2026-04-01,0.5168,Medium
M00584,2026-05-01,0.7086,High
M00584,2026-06-01,0.5898,Medium
M00585,2026-01-01,0.3073,Low
M00585,2026-02-01,0.2302,Low
M00585,2026-03-01,0.1121,Low
M00585,2026-04-01,0.0604,Low
M00585,2026-05-01,0.3122,Low
M00585,2026-06-01,0.1781,Low
M00586,2026-01-01,0.6242,Medium
M00586,2026-02-01,0.4763,Medium
M00586,2026-03-01,0.4734,Medium
M00586,2026-04-01,0.5183,Medium
M00586,2026-05-01,0.5964,Medium
M00586,2026-06-01,0.5446,Medium
M00587,2026-01-01,0.2147,Low
M00587,2026-02-01,0.3438,Low
M00587,2026-03-01,0.0995,Low
M00587,2026-04-01,0.1563,Low
M00587,2026-05-01,0.1493,Low
M00587,2026-06-01,0.2284,Low
M00588,2026-01-01,0.4902,Medium
M00588,2026-02-01,0.4961,Medium
M00588,2026-03-01,0.5033,Medium
M00588,2026-04-01,0.342,Low
M00588,2026-05-01,0.4095,Medium
M00588,2026-06-01,0.469,Medium
M00589,2026-01-01,0.7875,High
M00589,2026-02-01,0.8166,High
M00589,2026-03-01,0.8172,High
M00589,2026-04-01,0.7759,High
M00589,2026-05-01,0.6964,High
M00589,2026-06-01,0.8025,High
M00590,2026-01-01,0.5987,Medium
M00590,2026-02-01,0.5816,Medium
M00590,2026-03-01,0.4594,Medium
M00590,2026-04-01,0.4422,Medium
M00590,2026-05-01,0.4856,Medium
M00590,2026-06-01,0.5789,Medium
M00591,2026-01-01,0.2925,Low
M00591,2026-02-01,0.2926,Low
M00591,2026-03-01,0.1831,Low
M00591,2026-04-01,0.2675,Low
M00591,2026-05-01,0.2668,Low
M00591,2026-06-01,0.3192,Low
M00592,2026-01-01,0.3592,Medium
M00592,2026-02-01,0.1385,Low
M00592,2026-03-01,0.2554,Low
M00592,2026-04-01,0.2934,Low
M00592,2026-05-01,0.232,Low
M00592,2026-06-01,0.1817,Low
M00593,2026-01-01,0.6816,High
M00593,2026-02-01,0.8568,High
M00593,2026-03-01,0.7417,High
M00593,2026-04-01,0.8974,High
M00593,2026-05-01,0.8035,High
M00593,2026-06-01,0.7519,High
M00594,2026-01-01,0.3594,Medium
M00594,2026-02-01,0.4204,Medium
M00594,2026-03-01,0.5811,Medium
M00594,2026-04-01,0.5644,Medium
M00594,2026-05-01,0.5829,Medium
M00594,2026-06-01,0.5445,Medium
M00595,2026-01-01,0.1148,Low
M00595,2026-02-01,0.1837,Low
M00595,2026-03-01,0.1836,Low
M00595,2026-04-01,0.0797,Low
M00595,2026-05-01,0.2115,Low
M00595,2026-06-01,0.3889,Medium
M00596,2026-01-01,0.4992,Medium
M00596,2026-02-01,0.5429,Medium
M00596,2026-03-01,0.6076,Medium
M00596,2026-04-01,0.5979,Medium
M00596,2026-05-01,0.4669,Medium
M00596,2026-06-01,0.4897,Medium
M00597,2026-01-01,0.3063,Low
M00597,2026-02-01,0.2198,Low
M00597,2026-03-01,0.1567,Low
M00597,2026-04-01,0.2509,Low
M00597,2026-05-01,0.3358,Low
M00597,2026-06-01,0.2383,Low
M00598,2026-01-01,0.1931,Low
M00598,2026-02-01,0.2765,Low
M00598,2026-03-01,0.2504,Low
M00598,2026-04-01,0.2547,Low
M00598,2026-05-01,0.2996,Low
M00598,2026-06-01,0.0902,Low
M00599,2026-01-01,0.4009,Medium
M00599,2026-02-01,0.4977,Medium
M00599,2026-03-01,0.5,Medium
M00599,2026-04-01,0.4527,Medium
M00599,2026-05-01,0.4896,Medium
M00599,2026-06-01,0.488,Medium
M00600,2026-01-01,0.1164,Low
M00600,2026-02-01,0.1777,Low
M00600,2026-03-01,0.3073,Low
M00600,2026-04-01,0.203,Low
M00600,2026-05-01,0.1175,Low
M00600,2026-06-01,0.1573,Low
M00601,2026-01-01,0.194,Low
M00601,2026-02-01,0.3253,Low
M00601,2026-03-01,0.1713,Low
M00601,2026-04-01,0.3336,Low
M00601,2026-05-01,0.3367,Low
M00601,2026-06-01,0.2999,Low
M00602,2026-01-01,0.4464,Medium
M00602,2026-02-01,0.5421,Medium
M00602,2026-03-01,0.4493,Medium
M00602,2026-04-01,0.5448,Medium
M00602,2026-05-01,0.6066,Medium
M00602,2026-06-01,0.55,Medium
M00603,2026-01-01,0.534,Medium
M00603,2026-02-01,0.5241,Medium
M00603,2026-03-01,0.5742,Medium
M00603,2026-04-01,0.5706,Medium
M00603,2026-05-01,0.3801,Medium
M00603,2026-06-01,0.6668,Medium
M00604,2026-01-01,0.524,Medium
M00604,2026-02-01,0.3399,Low
M00604,2026-03-01,0.4741,Medium
M00604,2026-04-01,0.6489,Medium
M00604,2026-05-01,0.5891,Medium
M00604,2026-06-01,0.6008,Medium
M00605,2026-01-01,0.2376,Low
M00605,2026-02-01,0.1708,Low
M00605,2026-03-01,0.3415,Low
M00605,2026-04-01,0.2371,Low
M00605,2026-05-01,0.1966,Low
M00605,2026-06-01,0.1769,Low
M00606,2026-01-01,0.3803,Medium
M00606,2026-02-01,0.5977,Medium
M00606,2026-03-01,0.3881,Medium
M00606,2026-04-01,0.7053,High
M00606,2026-05-01,0.6751,High
M00606,2026-06-01,0.5226,Medium
M00607,2026-01-01,0.5816,Medium
M00607,2026-02-01,0.5988,Medium
M00607,2026-03-01,0.4475,Medium
M00607,2026-04-01,0.6611,Medium
M00607,2026-05-01,0.6569,Medium
M00607,2026-06-01,0.6249,Medium
M00608,2026-01-01,0.4804,Medium
M00608,2026-02-01,0.4474,Medium
M00608,2026-03-01,0.5202,Medium
M00608,2026-04-01,0.6207,Medium
M00608,2026-05-01,0.5683,Medium
M00608,2026-06-01,0.6262,Medium
M00609,2026-01-01,0.2165,Low
M00609,2026-02-01,0.1751,Low
M00609,2026-03-01,0.1818,Low
M00609,2026-04-01,0.1443,Low
M00609,2026-05-01,0.1496,Low
M00609,2026-06-01,0.2288,Low
M00610,2026-01-01,0.283,Low
M00610,2026-02-01,0.0565,Low
M00610,2026-03-01,0.2851,Low
M00610,2026-04-01,0.1751,Low
M00610,2026-05-01,0.0789,Low
M00610,2026-06-01,0.0854,Low
M00611,2026-01-01,0.4804,Medium
M00611,2026-02-01,0.5564,Medium
M00611,2026-02-01,0.5613,Medium
M00611,2026-03-01,0.5431,Medium
M00611,2026-04-01,0.5244,Medium
M00611,2026-05-01,0.6186,Medium
M00611,2026-06-01,0.6921,High
M00612,2026-01-01,0.2143,Low
M00612,2026-02-01,0.1794,Low
M00612,2026-03-01,0.2882,Low
M00612,2026-04-01,0.168,Low
M00612,2026-05-01,0.2183,Low
M00612,2026-06-01,0.1459,Low
M00613,2026-01-01,0.2129,Low
M00613,2026-02-01,0.1948,Low
M00613,2026-03-01,0.2752,Low
M00613,2026-04-01,0.1698,Low
M00613,2026-05-01,0.1849,Low
M00613,2026-06-01,0.2333,Low
M00614,2026-01-01,0.2464,Low
M00614,2026-02-01,0.1957,Low
M00614,2026-03-01,0.2624,Low
M00614,2026-04-01,0.1556,Low
M00614,2026-05-01,0.2634,Low
M00614,2026-06-01,0.2545,Low
M00615,2026-01-01,0.2147,Low
M00615,2026-02-01,0.3351,Low
M00615,2026-03-01,0.3832,Medium
M00615,2026-04-01,0.2417,Low
M00615,2026-05-01,0.2584,Low
M00615,2026-06-01,0.345,Low
M00616,2026-01-01,0.1934,Low
M00616,2026-02-01,0.1915,Low
M00616,2026-03-01,0.1196,Low
M00616,2026-04-01,0.1642,Low
M00616,2026-05-01,0.2094,Low
M00616,2026-06-01,0.1867,Low
M00617,2026-01-01,0.8134,High
M00617,2026-02-01,0.8155,High
M00617,2026-03-01,0.7777,High
M00617,2026-04-01,0.6663,Medium
M00617,2026-05-01,0.7373,High
M00617,2026-06-01,0.7321,High
M00618,2026-01-01,0.5093,Medium
M00618,2026-02-01,0.6258,Medium
M00618,2026-03-01,0.4522,Medium
M00618,2026-04-01,0.5086,Medium
M00618,2026-05-01,0.4766,Medium
M00618,2026-06-01,0.5639,Medium
M00619,2026-01-01,0.1905,Low
M00619,2026-02-01,0.1189,Low
M00619,2026-03-01,0.3274,Low
M00619,2026-04-01,0.1864,Low
M00619,2026-05-01,0.1946,Low
M00619,2026-06-01,0.2308,Low
M00620,2026-01-01,0.5963,Medium
M00620,2026-02-01,0.4297,Medium
M00620,2026-03-01,0.4088,Medium
M00620,2026-04-01,0.4539,Medium
M00620,2026-05-01,0.4628,Medium
M00620,2026-06-01,0.4801,Medium
M00621,2026-01-01,0.2371,Low
M00621,2026-02-01,0.1891,Low
