settlement_id,transaction_id,settlement_amount,settlement_currency,fee_amount,settlement_status,settlement_date
SET00033503,T00038981,109.68,SGD,0.33,SETTLED,2026-01-23
SET00033504,T00038982,470.91,INR,0.9,SETTLED,2026-01-31
SET00033505,T00038984,1117.43,INR,1.44,SETTLED,2026-03-29
SET00033506,T00038985,4547.51,INR,14.43,SETTLED,2026-03-27
SET00033507,T00038986,45.28,SGD,0.2,PENDING,2026-05-24
SET00033508,T00038987,1292.97,INR,1.74,SETTLED,2026-05-27
SET00033509,T00038987,1292.97,INR,2.73,SETTLED,2026-05-28
SET00033510,T00038988,3611.67,INR,7.86,SETTLED,2026-05-24
SET00033511,T00038989,766.1,INR,2.0,SETTLED,2026-04-18
SET00033512,T00038990,24.56,SGD,0.07,SETTLED,2026-05-23
SET00033513,T00038991,181.66,SGD,0.64,EXCEPTION,2026-06-25
SET00033514,T00038993,78.33,AED,0.2,SETTLED,2026-05-03
SET00033515,T00038994,2088.84,INR,6.53,SETTLED,2026-06-16
SET00033516,T00038995,11.78,SGD,0.07,SETTLED,2026-07-01
SET00033517,T00038995,11.78,SGD,0.09,SETTLED,2026-06-28
SET00033518,T00038998,15.3,AED,0.06,EXCEPTION,2026-05-26
SET00033519,T00039000,4896.52,INR,5.32,SETTLED,2026-02-14
SET00033520,T00039002,5915.53,INR,12.8,EXCEPTION,2026-03-29
SET00033521,T00039003,39.56,SGD,0.2,SETTLED,2026-05-06
SET00033522,T00039005,1577.45,INR,3.89,SETTLED,2026-02-19
SET00033523,T00039006,1112.25,INR,1.89,SETTLED,2026-02-14
SET00033524,T00039006,1112.25,INR,1.25,SETTLED,2026-02-13
SET00033525,T00039007,2659.95,INR,4.01,SETTLED,2026-03-30
SET00033526,T00039008,1538.3,INR,2.39,SETTLED,2026-05-15
SET00033527,T00039009,1788.95,INR,2.43,EXCEPTION,2026-05-18
SET00033528,T00039010,42.59,SGD,0.12,SETTLED,2026-05-08
SET00033529,T00039011,26.13,SGD,0.11,SETTLED,2026-06-13
SET00033530,T00039013,1224.82,INR,2.41,SETTLED,2026-04-23
SET00033531,T00039016,43.12,SGD,0.18,SETTLED,2026-06-19
SET00033532,T00039017,2097.14,INR,3.77,EXCEPTION,2026-06-12
SET00033533,T00039018,2007.09,INR,2.76,SETTLED,2026-04-22
SET00033534,T00039019,16.93,AED,0.14,SETTLED,2026-05-03
SET00033535,T00039021,83.57,AED,0.3,SETTLED,2026-05-05
SET00033536,T00039022,1376.91,INR,2.66,SETTLED,2026-03-03
SET00033537,T00039025,65.38,AED,0.2,SETTLED,2026-06-29
SET00033538,T00039026,75.28,AED,0.12,SETTLED,2026-05-03
SET00033539,T00039027,52.71,AED,0.19,SETTLED,2026-04-03
SET00033540,T00039028,3148.32,INR,9.06,SETTLED,2026-02-25
SET00033541,T00039029,63.0,AED,0.14,SETTLED,2026-03-23
SET00033542,T00039031,583.83,INR,1.8,SETTLED,2026-06-22
SET00033543,T00039032,36.29,SGD,0.16,SETTLED,2026-05-10
SET00033544,T00039033,81.49,AED,0.14,SETTLED,2026-06-08
SET00033545,T00039034,3000.66,INR,8.04,SETTLED,2026-02-26
SET00033546,T00039035,6150.81,INR,18.34,SETTLED,2026-01-19
SET00033547,T00039036,2219.29,INR,5.62,SETTLED,2026-04-10
SET00033548,T00039038,7963.71,INR,13.77,SETTLED,2026-02-04
SET00033549,T00039040,51.78,SGD,0.09,SETTLED,2026-01-20
SET00033550,T00039041,974.72,AED,1.27,SETTLED,2026-02-18
SET00033551,T00039042,69.56,AED,0.26,PENDING,2026-05-28
SET00033552,T00039044,1641.11,INR,2.75,SETTLED,2026-01-12
SET00033553,T00039046,44.76,AED,0.18,SETTLED,2026-05-30
SET00033554,T00039047,235.38,AED,0.69,SETTLED,2026-04-25
SET00033555,T00039048,1395.81,INR,1.72,SETTLED,2026-05-02
SET00033556,T00039050,47.08,SGD,0.13,SETTLED,2026-02-13
SET00033557,T00039052,649.57,INR,1.18,SETTLED,2026-02-22
SET00033558,T00039053,2775.48,INR,4.01,SETTLED,2026-05-25
SET00033559,T00039054,21804.13,INR,68.04,SETTLED,2026-06-15
SET00033560,T00039055,1761.55,INR,3.74,SETTLED,2026-03-05
SET00033561,T00039057,13948.37,INR,29.36,SETTLED,2026-03-06
SET00033562,T00039059,133.89,AED,0.37,SETTLED,2026-02-27
SET00033563,T00039061,112.39,SGD,0.44,SETTLED,2026-02-05
SET00033564,T00039062,155.99,AED,0.33,SETTLED,2026-05-15
SET00033565,T00039063,3999.57,INR,7.93,SETTLED,2026-03-05
SET00033566,T00039064,10.68,SGD,0.12,SETTLED,2026-06-14
SET00033567,T00039065,116.95,AED,0.27,SETTLED,2026-01-11
SET00033568,T00039066,5401.85,INR,12.64,SETTLED,2026-04-23
SET00033569,T00039067,65.75,SGD,0.28,SETTLED,2026-05-20
SET00033570,T00039068,659.73,INR,1.23,SETTLED,2026-05-31
SET00033571,T00039069,11.02,AED,0.12,SETTLED,2026-06-18
SET00033572,T00039070,2646.85,INR,4.37,SETTLED,2026-05-14
SET00033573,T00039071,1514.75,INR,3.24,SETTLED,2026-02-09
SET00033574,T00039072,111.06,AED,0.24,SETTLED,2026-05-27
SET00033575,T00039073,309.18,AED,0.55,SETTLED,2026-04-29
SET00033576,T00039074,6810.47,INR,8.98,SETTLED,2026-02-01
SET00033577,T00039075,15.88,SGD,0.14,SETTLED,2026-02-10
SET00033578,T00039076,1239.73,INR,1.72,SETTLED,2026-06-12
SET00033579,T00039077,248.96,INR,0.54,SETTLED,2026-05-04
SET00033580,T00039079,321.18,AED,0.95,SETTLED,2026-06-04
SET00033581,T00039080,3412.79,INR,10.22,SETTLED,2026-05-04
SET00033582,T00039081,1740.13,INR,3.45,SETTLED,2026-02-16
SET00033583,T00039082,83.81,AED,0.21,SETTLED,2026-04-13
SET00033584,T00039084,90.88,AED,0.16,SETTLED,2026-06-01
SET00033585,T00039085,25.99,SGD,0.16,SETTLED,2026-03-31
SET00033586,T00039086,2642.97,INR,5.64,SETTLED,2026-01-07
SET00033587,T00039087,104.42,AED,0.22,SETTLED,2026-03-03
SET00033588,T00039088,2904.1,INR,7.92,SETTLED,2026-02-18
SET00033589,T00039089,38.47,SGD,0.14,SETTLED,2026-03-31
SET00033590,T00039090,1125.26,INR,3.56,SETTLED,2026-06-16
SET00033591,T00039091,249.8,AED,0.68,SETTLED,2026-02-21
SET00033592,T00039093,16.45,SGD,0.12,SETTLED,2026-02-09
SET00033593,T00039094,1271.12,INR,1.48,SETTLED,2026-04-12
SET00033594,T00039095,644.1,INR,1.91,SETTLED,2026-01-24
SET00033595,T00039096,34.99,AED,0.14,PENDING,2026-04-29
SET00033596,T00039098,55.21,SGD,0.24,SETTLED,2026-03-29
SET00033597,T00039099,370.36,AED,0.63,SETTLED,2026-02-12
SET00033598,T00039100,1339.74,INR,3.2,SETTLED,2026-05-31
SET00033599,T00039101,281.14,INR,0.65,SETTLED,2026-03-31
SET00033600,T00039101,281.14,INR,0.42,SETTLED,2026-04-01
SET00033601,T00039101,562.28,INR,1.44,SETTLED,2026-04-03
SET00033602,T00039102,14.17,SGD,0.1,SETTLED,2026-02-02
SET00033603,T00039104,36.19,AED,0.17,SETTLED,2026-07-02
SET00033604,T00039105,2546.95,INR,3.54,SETTLED,2026-05-23
SET00033605,T00039106,62.95,AED,0.11,SETTLED,2026-06-16
SET00033606,T00039107,54.96,SGD,0.19,SETTLED,2026-06-21
SET00033607,T00039108,1849.01,INR,2.54,SETTLED,2026-05-02
SET00033608,T00039110,4569.69,INR,5.65,SETTLED,2026-06-21
SET00033609,T00039111,428.66,AED,1.23,SETTLED,2026-06-16
SET00033610,T00039112,80.03,SGD,0.24,SETTLED,2026-05-28
SET00033611,T00039115,2041.92,INR,6.09,PENDING,2026-03-16
SET00033612,T00039116,177.85,AED,0.49,SETTLED,2026-02-06
SET00033613,T00039117,2614.09,INR,3.38,EXCEPTION,2026-05-25
SET00033614,T00039118,39.03,SGD,0.12,SETTLED,2026-06-19
SET00033615,T00039119,215.92,AED,0.76,SETTLED,2026-06-30
SET00033616,T00039120,2271.33,INR,5.31,SETTLED,2026-01-17
SET00033617,T00039122,82.78,SGD,0.23,PENDING,2026-05-09
SET00033618,T00039123,9259.5,INR,19.89,SETTLED,2026-04-01
SET00033619,T00039124,1691.5,INR,2.33,SETTLED,2026-04-30
SET00033620,T00039125,1009.3,INR,2.92,SETTLED,2026-04-15
SET00033621,T00039126,1020.01,INR,1.35,SETTLED,2026-06-23
SET00033622,T00039127,19.65,SGD,0.14,EXCEPTION,2026-03-18
SET00033623,T00039127,19.65,SGD,0.15,SETTLED,2026-03-16
SET00033624,T00039128,1522.0,INR,2.58,SETTLED,2026-02-19
SET00033625,T00039129,18.25,SGD,0.13,SETTLED,2026-05-17
SET00033626,T00039129,18.25,SGD,0.17,SETTLED,2026-05-17
SET00033627,T00039130,74.75,SGD,0.14,SETTLED,2026-03-14
SET00033628,T00039131,3002.48,INR,7.8,SETTLED,2026-01-18
SET00033629,T00039132,2433.47,INR,7.24,SETTLED,2026-06-09
SET00033630,T00039133,104.31,AED,0.14,SETTLED,2026-03-22
SET00033631,T00039135,8883.19,INR,28.1,SETTLED,2026-03-20
SET00033632,T00039137,27.02,SGD,0.1,SETTLED,2026-02-17
SET00033633,T00039138,128.34,SGD,0.4,SETTLED,2026-04-28
SET00033634,T00039140,29.47,AED,0.14,SETTLED,2026-05-21
SET00033635,T00039141,1345.43,INR,4.05,SETTLED,2026-01-14
SET00033636,T00039142,41.36,AED,0.15,PENDING,2026-05-23
SET00033637,T00039144,4107.28,INR,12.97,SETTLED,2026-03-31
SET00033638,T00039145,5338.4,INR,9.85,SETTLED,2026-01-23
SET00033639,T00039146,287.44,INR,0.55,SETTLED,2026-01-23
SET00033640,T00039146,287.44,INR,0.85,SETTLED,2026-01-20
SET00033641,T00039147,47.3,AED,0.19,SETTLED,2026-06-07
SET00033642,T00039148,4038.66,INR,7.19,SETTLED,2026-05-29
SET00033643,T00039149,5468.65,INR,11.12,SETTLED,2026-04-16
SET00033644,T00039150,766.01,INR,1.0,SETTLED,2026-01-04
SET00033645,T00039151,24.72,SGD,0.12,EXCEPTION,2026-06-11
SET00033646,T00039153,870.7,INR,1.03,SETTLED,2026-01-23
SET00033647,T00039154,4084.01,INR,6.0,SETTLED,2026-03-14
SET00033648,T00039155,544.47,INR,1.83,SETTLED,2026-01-23
SET00033649,T00039155,544.47,INR,1.38,SETTLED,2026-01-23
SET00033650,T00039156,130.5,AED,0.17,SETTLED,2026-06-15
SET00033651,T00039157,48.97,AED,0.16,SETTLED,2026-04-21
SET00033652,T00039161,7248.59,INR,17.78,SETTLED,2026-05-18
SET00033653,T00039162,237.95,AED,0.68,SETTLED,2026-06-12
SET00033654,T00039163,1551.7,INR,4.87,SETTLED,2026-05-06
SET00033655,T00039165,3101.36,INR,8.47,SETTLED,2026-02-11
SET00033656,T00039166,211.6,AED,0.69,SETTLED,2026-06-16
SET00033657,T00039167,14219.65,INR,26.97,SETTLED,2026-02-09
SET00033658,T00039168,803.12,INR,2.22,SETTLED,2026-05-10
SET00033659,T00039169,4753.75,INR,6.23,SETTLED,2026-02-26
SET00033660,T00039170,35.73,SGD,0.15,SETTLED,2026-06-30
SET00033661,T00039171,1844.13,INR,2.82,SETTLED,2026-03-02
SET00033662,T00039172,103.54,AED,0.34,SETTLED,2026-03-28
SET00033663,T00039173,103.85,SGD,0.34,SETTLED,2026-06-04
SET00033664,T00039174,36.25,SGD,0.14,SETTLED,2026-05-15
SET00033665,T00039175,368.01,INR,0.88,SETTLED,2026-03-22
SET00033666,T00039176,29.8,SGD,0.16,SETTLED,2026-05-25
SET00033667,T00039177,2524.43,INR,7.05,SETTLED,2026-07-03
SET00033668,T00039178,11642.15,INR,15.89,SETTLED,2026-02-09
SET00033669,T00039179,546.39,AED,1.1,SETTLED,2026-03-06
SET00033670,T00039180,60.3,AED,0.17,SETTLED,2026-04-14
SET00033671,T00039181,37.82,SGD,0.13,SETTLED,2026-03-20
SET00033672,T00039182,19.74,SGD,0.1,SETTLED,2026-03-21
SET00033673,T00039183,13.83,SGD,0.15,SETTLED,2026-04-11
SET00033674,T00039184,3698.22,INR,11.83,SETTLED,2026-06-03
SET00033675,T00039185,3981.56,INR,10.86,SETTLED,2026-03-29
SET00033676,T00039186,4445.02,INR,11.7,PENDING,2026-03-09
SET00033677,T00039187,853.09,INR,1.75,SETTLED,2026-04-30
SET00033678,T00039188,59.57,SGD,0.12,SETTLED,2026-06-17
SET00033679,T00039189,6196.7,INR,10.62,SETTLED,2026-05-22
SET00033680,T00039191,684.61,INR,1.28,SETTLED,2026-06-28
SET00033681,T00039192,953.14,INR,1.82,SETTLED,2026-05-21
SET00033682,T00039193,135.22,AED,0.46,SETTLED,2026-02-09
SET00033683,T00039194,3787.72,INR,8.15,SETTLED,2026-05-24
SET00033684,T00039195,870.18,INR,2.15,SETTLED,2026-06-20
SET00033685,T00039197,31.4,SGD,0.08,SETTLED,2026-05-26
SET00033686,T00039198,43.55,SGD,0.2,SETTLED,2026-02-13
SET00033687,T00039199,3273.55,INR,4.41,SETTLED,2026-02-04
SET00033688,T00039201,635.16,AED,0.66,SETTLED,2026-04-06
SET00033689,T00039203,1318.34,INR,2.68,SETTLED,2026-03-16
SET00033690,T00039204,4279.84,INR,6.47,SETTLED,2026-04-14
SET00033691,T00039205,46.28,SGD,0.21,SETTLED,2026-01-30
SET00033692,T00039206,3819.04,INR,6.03,SETTLED,2026-02-04
SET00033693,T00039207,10833.71,INR,28.57,SETTLED,2026-04-13
SET00033694,T00039208,2034.31,INR,3.18,SETTLED,2026-04-15
SET00033695,T00039210,10252.44,INR,23.34,SETTLED,2026-03-22
SET00033696,T00039211,5186.43,INR,12.79,SETTLED,2026-05-20
SET00033697,T00039212,15.88,SGD,0.13,SETTLED,2026-03-15
SET00033698,T00039213,10.7,SGD,0.1,SETTLED,2026-03-17
SET00033699,T00039214,909.57,INR,1.34,SETTLED,2026-05-23
SET00033700,T00039215,2875.15,INR,7.67,SETTLED,2026-05-04
SET00033701,T00039216,1917.52,INR,5.21,SETTLED,2026-03-30
SET00033702,T00039217,45.5,SGD,0.2,SETTLED,2026-04-17
SET00033703,T00039218,4313.64,INR,8.45,SETTLED,2026-06-12
SET00033704,T00039220,47.86,SGD,0.17,SETTLED,2026-06-24
SET00033705,T00039221,1310.64,INR,2.56,SETTLED,2026-06-19
SET00033706,T00039222,139.37,AED,0.42,SETTLED,2026-05-20
SET00033707,T00039223,1317.08,INR,1.98,SETTLED,2026-02-20
SET00033708,T00039224,2773.32,INR,3.69,SETTLED,2026-03-30
SET00033709,T00039226,3417.73,INR,10.25,SETTLED,2026-01-12
SET00033710,T00039227,83.4,AED,0.27,SETTLED,2026-05-19
SET00033711,T00039228,2769.67,INR,6.54,SETTLED,2026-06-29
SET00033712,T00039233,8.59,SGD,0.12,PENDING,2026-03-17
SET00033713,T00039234,5304.46,INR,13.4,SETTLED,2026-04-15
SET00033714,T00039235,2165.32,INR,5.14,SETTLED,2026-05-17
SET00033715,T00039236,2542.08,INR,7.19,SETTLED,2026-05-02
SET00033716,T00039237,2659.75,INR,8.32,SETTLED,2026-06-14
SET00033717,T00039238,2227.15,INR,5.92,SETTLED,2026-03-31
SET00033718,T00039239,171.38,AED,0.54,SETTLED,2026-04-08
SET00033719,T00039240,434.35,INR,0.96,SETTLED,2026-03-05
SET00033720,T00039241,2407.2,INR,2.53,SETTLED,2026-05-15
SET00033721,T00039242,2089.52,INR,6.36,EXCEPTION,2026-04-03
SET00033722,T00039244,903.13,AED,1.38,SETTLED,2026-01-22
SET00033723,T00039245,25.73,SGD,0.09,SETTLED,2026-05-24
SET00033724,T00039246,15.53,SGD,0.07,SETTLED,2026-04-26
SET00033725,T00039247,36.21,SGD,0.17,SETTLED,2026-05-29
SET00033726,T00039248,77.88,SGD,0.33,SETTLED,2026-03-05
SET00033727,T00039249,1535.27,INR,2.22,SETTLED,2026-06-16
SET00033728,T00039252,25.53,SGD,0.12,SETTLED,2026-01-29
SET00033729,T00039253,14.44,SGD,0.04,SETTLED,2026-04-25
SET00033730,T00039255,45.37,SGD,0.11,SETTLED,2026-05-08
SET00033731,T00039256,68.3,AED,0.16,SETTLED,2026-06-22
SET00033732,T00039257,1842.09,INR,4.14,SETTLED,2026-06-22
SET00033733,T00039258,24.9,SGD,0.15,SETTLED,2026-05-11
SET00033734,T00039259,308.64,AED,0.89,SETTLED,2026-05-16
SET00033735,T00039260,25.61,SGD,0.09,PENDING,2026-02-06
SET00033736,T00039261,118.32,AED,0.22,SETTLED,2026-04-04
SET00033737,T00039262,160.36,AED,0.48,EXCEPTION,2026-03-21
SET00033738,T00039264,299.23,AED,0.95,SETTLED,2026-05-29
SET00033739,T00039265,28.38,SGD,0.14,SETTLED,2026-04-22
SET00033740,T00039266,6000.5,INR,17.53,SETTLED,2026-04-21
SET00033741,T00039267,38.51,SGD,0.11,SETTLED,2026-03-04
SET00033742,T00039268,4748.27,INR,11.29,SETTLED,2026-02-16
SET00033743,T00039269,893.54,INR,2.13,SETTLED,2026-04-04
SET00033744,T00039270,1988.69,INR,4.4,SETTLED,2026-01-20
SET00033745,T00039271,4252.24,INR,9.25,SETTLED,2026-02-15
SET00033746,T00039272,120.91,AED,0.27,SETTLED,2026-06-07
SET00033747,T00039273,661.81,INR,1.65,SETTLED,2026-04-12
SET00033748,T00039274,35.16,SGD,0.14,SETTLED,2026-07-02
SET00033749,T00039276,16.37,SGD,0.05,SETTLED,2026-06-23
SET00033750,T00039278,112.3,AED,0.36,SETTLED,2026-05-13
SET00033751,T00039279,415.26,INR,1.29,SETTLED,2026-06-13
SET00033752,T00039280,20.91,SGD,0.14,SETTLED,2026-05-13
SET00033753,T00039281,380.77,INR,0.92,SETTLED,2026-01-15
SET00033754,T00039282,3193.23,INR,7.47,SETTLED,2026-06-22
SET00033755,T00039283,1127.68,INR,3.28,SETTLED,2026-06-19
SET00033756,T00039284,169.09,SGD,0.32,SETTLED,2026-04-27
SET00033757,T00039286,3039.17,INR,7.85,SETTLED,2026-06-09
SET00033758,T00039287,185.97,AED,0.66,SETTLED,2026-04-28
SET00033759,T00039288,2387.44,INR,5.3,SETTLED,2026-03-23
SET00033760,T00039289,92.41,AED,0.28,SETTLED,2026-07-02
SET00033761,T00039290,634.21,INR,1.77,SETTLED,2026-02-18
SET00033762,T00039291,3949.68,INR,9.71,SETTLED,2026-02-17
SET00033763,T00039292,1170.01,INR,1.36,SETTLED,2026-05-08
SET00033764,T00039293,51.54,SGD,0.17,SETTLED,2026-03-12
SET00033765,T00039294,7839.15,INR,16.32,SETTLED,2026-04-07
SET00033766,T00039295,62.36,SGD,0.22,SETTLED,2026-03-03
SET00033767,T00039296,34.91,AED,0.12,SETTLED,2026-06-04
SET00033768,T00039297,32.55,SGD,0.13,SETTLED,2026-03-14
SET00033769,T00039298,740.7,INR,1.94,SETTLED,2026-06-15
SET00033770,T00039299,950.35,INR,2.84,SETTLED,2026-05-28
SET00033771,T00039300,77.4,SGD,0.2,SETTLED,2026-03-14
SET00033772,T00039301,49.01,SGD,0.14,SETTLED,2026-06-05
SET00033773,T00039302,153.62,AED,0.42,SETTLED,2026-03-18
SET00033774,T00039304,12.67,SGD,0.11,SETTLED,2026-01-25
SET00033775,T00039305,54.01,AED,0.19,SETTLED,2026-05-03
SET00033776,T00039307,31.22,AED,0.16,SETTLED,2026-05-10
SET00033777,T00039309,9.09,SGD,0.09,SETTLED,2026-06-20
SET00033778,T00039310,7195.6,INR,17.14,SETTLED,2026-04-12
SET00033779,T00039311,16.22,SGD,0.09,SETTLED,2026-07-01
SET00033780,T00039312,116.64,AED,0.41,SETTLED,2026-04-15
SET00033781,T00039313,65.79,SGD,0.28,SETTLED,2026-05-17
SET00033782,T00039314,6.91,SGD,0.09,SETTLED,2026-01-17
SET00033783,T00039314,6.91,SGD,0.11,SETTLED,2026-01-18
SET00033784,T00039315,196.28,AED,0.48,SETTLED,2026-05-22
SET00033785,T00039316,1362.12,INR,1.89,PENDING,2026-03-19
SET00033786,T00039317,23.35,SGD,0.14,SETTLED,2026-02-08
SET00033787,T00039318,2462.28,INR,4.3,PENDING,2026-02-11
SET00033788,T00039319,1891.28,INR,5.83,SETTLED,2026-04-22
SET00033789,T00039320,49.78,AED,0.14,SETTLED,2026-05-07
SET00033790,T00039321,39.48,SGD,0.18,SETTLED,2026-05-23
SET00033791,T00039322,2617.17,INR,5.46,SETTLED,2026-04-15
SET00033792,T00039323,69.49,AED,0.26,SETTLED,2026-06-17
SET00033793,T00039324,1063.41,INR,1.67,SETTLED,2026-01-22
SET00033794,T00039325,6.19,SGD,0.11,SETTLED,2026-02-05
SET00033795,T00039327,2209.63,INR,5.79,SETTLED,2026-02-03
SET00033796,T00039328,1492.94,INR,2.74,SETTLED,2026-05-30
SET00033797,T00039331,907.68,INR,2.03,SETTLED,2026-06-04
SET00033798,T00039332,30.95,AED,0.17,SETTLED,2026-05-01
SET00033799,T00039333,36.38,AED,0.21,SETTLED,2026-04-29
SET00033800,T00039334,93.83,AED,0.18,SETTLED,2026-04-14
SET00033801,T00039335,1727.66,INR,3.0,SETTLED,2026-05-23
SET00033802,T00039336,5764.72,INR,9.5,SETTLED,2026-04-29
SET00033803,T00039337,117.74,AED,0.38,SETTLED,2026-04-05
SET00033804,T00039339,52.28,SGD,0.18,SETTLED,2026-06-27
SET00033805,T00039340,19.55,SGD,0.05,SETTLED,2026-06-06
SET00033806,T00039341,3412.3,INR,5.33,SETTLED,2026-04-14
SET00033807,T00039342,34.22,SGD,0.11,SETTLED,2026-05-08
SET00033808,T00039344,1261.68,INR,3.22,SETTLED,2026-04-26
SET00033809,T00039345,2044.76,INR,2.62,SETTLED,2026-05-29
SET00033810,T00039346,3427.34,INR,10.78,SETTLED,2026-06-12
SET00033811,T00039347,83.51,AED,0.24,SETTLED,2026-01-19
SET00033812,T00039349,465.7,INR,1.38,SETTLED,2026-05-06
SET00033813,T00039350,4183.77,INR,8.43,PENDING,2026-05-23
SET00033814,T00039351,36.08,SGD,0.15,SETTLED,2026-05-16
SET00033815,T00039352,3470.04,INR,8.64,SETTLED,2026-03-06
SET00033816,T00039353,3354.3,INR,9.05,SETTLED,2026-05-17
SET00033817,T00039355,50.0,SGD,0.19,SETTLED,2026-03-05
SET00033818,T00039356,36.19,SGD,0.16,SETTLED,2026-06-16
SET00033819,T00039358,1241.07,INR,1.92,SETTLED,2026-06-15
SET00033820,T00039360,485.7,INR,0.63,SETTLED,2026-05-15
SET00033821,T00039361,1608.65,INR,4.19,SETTLED,2026-06-10
SET00033822,T00039362,197.88,SGD,0.61,SETTLED,2026-03-24
SET00033823,T00039363,33.4,SGD,0.13,SETTLED,2026-06-16
SET00033824,T00039364,2738.24,INR,5.93,SETTLED,2026-03-27
SET00033825,T00039365,6642.04,INR,20.35,SETTLED,2026-02-22
SET00033826,T00039366,657.02,INR,0.83,SETTLED,2026-05-30
SET00033827,T00039367,2317.19,INR,3.72,EXCEPTION,2026-03-21
SET00033828,T00039368,1505.94,INR,3.89,SETTLED,2026-06-25
SET00033829,T00039369,277.51,AED,0.52,SETTLED,2026-06-09
SET00033830,T00039371,187.03,SGD,0.59,SETTLED,2026-07-01
SET00033831,T00039372,1879.79,INR,4.24,SETTLED,2026-03-31
SET00033832,T00039373,2891.87,INR,4.79,SETTLED,2026-05-02
SET00033833,T00039374,598.79,INR,0.93,SETTLED,2026-01-26
SET00033834,T00039375,951.84,INR,2.63,SETTLED,2026-01-18
SET00033835,T00039376,910.07,INR,1.6,SETTLED,2026-03-14
SET00033836,T00039377,2551.59,INR,4.04,SETTLED,2026-01-09
SET00033837,T00039378,31.14,SGD,0.12,SETTLED,2026-03-13
SET00033838,T00039379,2580.46,INR,4.55,SETTLED,2026-04-26
SET00033839,T00039380,20.02,SGD,0.07,SETTLED,2026-05-22
SET00033840,T00039381,948.67,INR,2.23,SETTLED,2026-03-06
SET00033841,T00039382,2120.16,INR,4.16,SETTLED,2026-04-08
SET00033842,T00039383,68.98,SGD,0.22,SETTLED,2026-04-03
SET00033843,T00039385,1173.29,INR,1.92,SETTLED,2026-04-04
SET00033844,T00039386,205.85,AED,0.39,SETTLED,2026-04-19
SET00033845,T00039387,10.08,SGD,0.1,SETTLED,2026-02-24
SET00033846,T00039389,1383.62,INR,2.83,SETTLED,2026-03-07
SET00033847,T00039391,4451.22,INR,12.26,SETTLED,2026-03-01
SET00033848,T00039392,56.38,AED,0.18,EXCEPTION,2026-06-26
SET00033849,T00039394,3553.02,INR,9.67,PENDING,2026-06-30
SET00033850,T00039395,12141.18,INR,19.56,SETTLED,2026-02-27
SET00033851,T00039396,2726.87,INR,7.31,SETTLED,2026-03-14
SET00033852,T00039397,440.61,INR,1.42,SETTLED,2026-05-14
SET00033853,T00039398,2369.01,INR,6.44,SETTLED,2026-03-29
SET00033854,T00039400,198.83,AED,0.24,SETTLED,2026-06-14
SET00033855,T00039401,1151.42,INR,3.28,SETTLED,2026-01-13
SET00033856,T00039402,1303.64,INR,3.27,PENDING,2026-05-20
SET00033857,T00039403,192.66,AED,0.56,PENDING,2026-06-18
SET00033858,T00039404,54.75,SGD,0.21,SETTLED,2026-02-16
SET00033859,T00039405,1109.29,INR,2.52,SETTLED,2026-04-04
SET00033860,T00039406,139.92,AED,0.33,SETTLED,2026-06-10
SET00033861,T00039407,35.13,AED,0.11,SETTLED,2026-04-26
SET00033862,T00039408,1863.52,INR,6.02,SETTLED,2026-03-29
SET00033863,T00039409,38.77,SGD,0.11,SETTLED,2026-05-13
SET00033864,T00039410,5405.11,INR,13.94,SETTLED,2026-03-19
SET00033865,T00039411,72.71,AED,0.25,SETTLED,2026-05-13
SET00033866,T00039412,7543.32,INR,17.4,SETTLED,2026-02-13
SET00033867,T00039414,456.99,INR,0.76,SETTLED,2026-01-07
SET00033868,T00039415,3394.62,INR,8.23,SETTLED,2026-02-21
SET00033869,T00039418,2158.03,INR,5.37,SETTLED,2026-06-27
SET00033870,T00039419,137.65,AED,0.41,SETTLED,2026-02-27
SET00033871,T00039420,-6543.04,INR,17.2,SETTLED,2026-02-06
SET00033872,T00039421,22.13,SGD,0.11,SETTLED,2026-04-28
SET00033873,T00039422,3656.91,INR,4.55,SETTLED,2026-02-21
SET00033874,T00039424,2429.51,INR,2.75,SETTLED,2026-04-25
SET00033875,T00039425,1090.31,INR,3.07,SETTLED,2026-01-11
SET00033876,T00039426,20.49,AED,0.15,SETTLED,2026-06-27
SET00033877,T00039427,2592.74,INR,4.55,SETTLED,2026-02-25
SET00033878,T00039428,468.32,AED,0.97,SETTLED,2026-06-21
SET00033879,T00039429,448.24,INR,1.07,SETTLED,2026-03-30
SET00033880,T00039430,1004.71,INR,1.26,SETTLED,2026-02-16
SET00033881,T00039431,26.17,SGD,0.1,SETTLED,2026-02-04
SET00033882,T00039433,1768.57,INR,3.88,SETTLED,2026-03-30
SET00033883,T00039433,1768.57,INR,3.59,SETTLED,2026-03-30
SET00033884,T00039436,56.96,SGD,0.19,EXCEPTION,2026-05-28
SET00033885,T00039437,941.29,INR,2.1,SETTLED,2026-02-19
SET00033886,T00039438,345.15,INR,0.86,SETTLED,2026-06-19
SET00033887,T00039439,160.39,AED,0.33,SETTLED,2026-04-26
SET00033888,T00039440,144.41,AED,0.54,SETTLED,2026-06-11
SET00033889,T00039441,4094.41,INR,7.52,SETTLED,2026-04-10
SET00033890,T00039442,682.82,INR,1.87,SETTLED,2026-02-16
SET00033891,T00039443,93.66,SGD,0.34,SETTLED,2026-04-28
SET00033892,T00039444,1311.32,INR,3.09,SETTLED,2026-03-09
