chargeback_id,transaction_id,reason,amount,opened_at,resolved_at
CB0000847,T00068295,duplicate,2299.1,2026-03-17,2026-04-15
CB0000848,T00068411,service_not_received,919.48,2026-04-30,
CB0000849,T00068484,service_not_received,130.84,2026-02-09,2026-03-22
CB0000850,T00068523,service_not_received,62.45,2026-03-28,2026-05-13
CB0000851,T00069065,service_not_received,76.32,2026-05-21,
CB0000852,T00069147,fraud,1564.3,2026-01-26,
CB0000853,T00069155,fraud,582.48,2026-05-16,
CB0000854,T00069179,customer_dispute,825.66,2026-05-22,2026-06-17
CB0000855,T00069230,service_not_received,1321.16,2026-04-30,2026-06-05
CB0000856,T00069295,duplicate,73.2,2026-04-17,
CB0000857,T00069342,service_not_received,71.33,2026-08-03,2026-08-30
CB0000858,T00069357,service_not_received,12.4,2026-05-04,2026-05-20
CB0000859,T00069374,duplicate,328.38,2026-07-04,2026-08-28
CB0000860,T00069420,fraud,164.08,2026-03-14,2026-05-12
CB0000861,T00069451,fraud,106.16,2026-05-08,2026-06-22
CB0000862,T00069487,fraud,7316.06,2026-06-16,2026-07-07
CB0000863,T00069647,service_not_received,58.87,2026-06-14,2026-07-25
CB0000864,T00069756,service_not_received,16.31,2026-04-21,2026-06-04
CB0000865,T00069797,customer_dispute,26.69,2026-07-09,2026-08-01
CB0000866,T00069847,service_not_received,76.61,2026-05-10,2026-05-31
CB0000867,T00069967,duplicate,7083.34,2026-07-13,2026-08-26
CB0000868,T00070037,duplicate,20.59,2026-06-04,
CB0000869,T00070357,customer_dispute,59.06,2026-03-17,2026-04-13
CB0000870,T00070431,fraud,80.59,2026-08-02,
CB0000871,T00070491,fraud,32.98,2026-07-16,2026-08-06
CB0000872,T00070497,fraud,21.12,2026-07-07,
CB0000873,T00070573,customer_dispute,3340.56,2026-06-15,2026-07-07
CB0000874,T00070775,fraud,107.97,2026-06-21,
CB0000875,T00070920,customer_dispute,850.73,2026-03-04,2026-04-23
CB0000876,T00070989,customer_dispute,35.15,2026-07-29,2026-09-09
CB0000877,T00071166,fraud,6.52,2026-06-09,2026-08-01
CB0000878,T00071438,fraud,734.7,2026-07-10,2026-08-26
CB0000879,T00071484,fraud,25.23,2026-04-22,2026-06-06
CB0000880,T00071562,fraud,535.24,2026-06-11,2026-07-29
CB0000881,T00071631,fraud,312.05,2026-06-06,2026-07-08
CB0000882,T00071658,fraud,18.06,2026-03-11,
CB0000883,T00071698,service_not_received,7.54,2026-04-12,
CB0000884,T00071714,duplicate,1015.24,2026-06-29,2026-08-15
CB0000885,T00071784,duplicate,3552.93,2026-03-23,
CB0000886,T00071833,service_not_received,33.1,2026-04-12,
CB0000887,T00071899,fraud,2.73,2026-04-23,2026-05-14
CB0000888,T00072076,customer_dispute,1115.11,2026-03-18,2026-04-04
CB0000889,T00072189,fraud,7.08,2026-08-01,2026-09-12
CB0000890,T00072215,service_not_received,23.46,2026-07-12,2026-07-22
CB0000891,T00072233,fraud,309.52,2026-05-19,2026-06-26
CB0000892,T00072297,service_not_received,8.47,2026-06-01,2026-07-30
CB0000893,T00072639,duplicate,216.24,2026-06-10,2026-07-07
CB0000894,T00072903,fraud,54.35,2026-07-04,2026-07-25
CB0000895,T00072911,fraud,568.46,2026-04-01,2026-05-09
CB0000896,T00072941,service_not_received,5949.28,2026-03-30,2026-04-16
CB0000897,T00072954,customer_dispute,137.64,2026-03-02,2026-04-24
CB0000898,T00072958,fraud,37.89,2026-05-30,
CB0000899,T00072963,fraud,17.97,2026-05-07,
CB0000900,T00073028,service_not_received,28.47,2026-05-20,2026-06-23
CB0000901,T00073173,service_not_received,1929.66,2026-03-17,2026-04-06
CB0000902,T00073321,fraud,21.36,2026-05-06,
CB0000903,T00073421,fraud,2.8,2026-06-17,
CB0000904,T00073536,service_not_received,135.8,2026-05-30,2026-06-10
CB0000905,T00073557,customer_dispute,168.14,2026-06-03,2026-06-28
CB0000906,T00073564,fraud,33.26,2026-05-09,2026-07-02
CB0000907,T00073584,fraud,22.72,2026-06-09,2026-07-21
CB0000908,T00073589,customer_dispute,5.43,2026-06-27,2026-07-31
CB0000909,T00073786,fraud,852.13,2026-07-12,2026-08-19
CB0000910,T00073867,fraud,22.61,2026-07-29,
CB0000911,T00073950,customer_dispute,3974.67,2026-07-17,2026-08-30
CB0000912,T00073992,fraud,59.93,2026-05-21,2026-06-23
CB0000913,T00074020,duplicate,8.76,2026-04-28,2026-06-14
CB0000914,T00074146,service_not_received,1147.52,2026-03-29,2026-05-16
CB0000915,T00074266,service_not_received,75.91,2026-04-06,2026-04-20
CB0000916,T00074393,customer_dispute,138.81,2026-04-04,
CB0000917,T00074467,fraud,3551.83,2026-03-17,2026-03-30
CB0000918,T00074563,service_not_received,56.99,2026-07-06,2026-07-23
CB0000919,T00074626,duplicate,75.36,2026-07-24,2026-09-03
CB0000920,T00074722,customer_dispute,73.44,2026-05-18,2026-07-06
CB0000921,T00074776,service_not_received,7676.61,2026-05-26,
CB0000922,T00074791,customer_dispute,459.01,2026-07-19,2026-09-16
CB0000923,T00074874,fraud,7811.86,2026-04-25,2026-05-07
CB0000924,T00074925,customer_dispute,2085.33,2026-02-07,2026-03-26
CB0000925,T00074972,service_not_received,44.31,2026-04-19,2026-06-12
