transaction_id,customer_id,merchant_id,amount,currency,channel,status,created_at,route_id
T00025715,C010170,M00136,1949.41,INR,Card,SUCCESS,2026-01-17 11:49:36,R_IN_02
T00025716,C008219,M00975,3234.1,INR,Card,CANCELLED,2026-06-19 09:15:46,R_IN_01
T00025717,C006655,M00823,28.64,SGD,Card,SUCCESS,2026-03-20 07:09:05,R_SG_02
T00025718,C004792,M00307,1322.72,INR,UPI,FAILED_TECHNICAL,2026-04-19 22:09:00,R_IN_01
T00025719,C009102,M00599,13.21,SGD,Card,SUCCESS,2026-01-29 23:47:25,R_SG_02
T00025720,C001809,,29.0,SGD,Card,SUCCESS,2026-04-15 14:16:16,R_SG_01
T00025721,C009842,M00871,1874.82,INR,Card,SUCCESS,2026-02-26 21:32:39,R_IN_01
T00025722,C007686,M00940,97.6,AED,Bank Transfer,SUCCESS,2026-06-09 11:32:45,R_UAE_01
T00025723,C012252,M00098,50.08,SGD,Card,SUCCESS,2026-05-22 16:41:32,R_SG_02
T00025724,C006631,M00883,189.71,AED,Wallet,SUCCESS,2026-05-15 00:39:53,R_UAE_02
T00025725,C014586,M00652,164.74,AED,Card,SUCCESS,2026-06-01 02:50:49,R_UAE_02
T00025726,C014282,M00396,884.89,INR,Card,SUCCESS,2026-03-12 20:28:57,R_IN_02
T00025727,C010043,M00328,5183.09,INR,Card,FAILED_TECHNICAL,2026-04-11 10:27:57,R_IN_02
T00025728,C004598,M00193,1322.93,INR,Card,SUCCESS,2026-01-25 01:57:14,R_IN_01
T00025729,C007306,M00376,4369.72,INR,UPI,SUCCESS,2026-01-20 11:07:57,R_IN_01
T00025730,C009446,M00910,19.23,SGD,Card,SUCCESS,2026-03-19 23:07:47,R_SG_02
T00025731,C010892,M00588,3123.07,INR,UPI,SUCCESS,2026-06-07 03:38:05,R_IN_02
T00025732,C003862,M00600,1150.81,INR,Wallet,SUCCESS,2026-05-05 14:53:35,R_IN_02
T00025733,C003109,M00369,8003.04,INR,Wallet,SUCCESS,2026-04-06 15:40:43,R_IN_01
T00025734,C013542,M00616,1760.88,INR,UPI,SUCCESS,2026-06-26 23:06:19,R_IN_02
T00025735,C012530,M00622,2585.23,INR,Card,SUCCESS,2026-04-09 07:29:33,R_IN_02
T00025736,C007190,M00841,82.28,SGD,Card,SUCCESS,2026-04-14 20:18:17,R_SG_02
T00025737,C008916,M00971,3140.98,INR,UPI,CANCELLED,2026-06-30 15:39:47,R_IN_01
T00025738,C009265,M00998,56.48,AED,Bank Transfer,SUCCESS,2026-02-05 00:08:30,R_UAE_01
T00025739,C010289,M00612,1332.61,INR,Card,SUCCESS,2026-03-05 03:49:20,R_IN_01
T00025740,C004624,M00727,10.07,SGD,Wallet,SUCCESS,2026-04-11 22:58:02,R_SG_02
T00025741,C003178,M00740,637.39,INR,UPI,SUCCESS,2026-05-01 21:53:56,R_IN_01
T00025742,C010525,M00346,111.74,AED,Wallet,SUCCESS,2026-02-09 05:55:36,R_UAE_02
T00025743,C010654,M00697,346.01,AED,Bank Transfer,SUCCESS,2026-03-19 07:09:41,R_UAE_01
T00025744,C008738,M00599,21.99,SGD,Card,SUCCESS,2026-02-25 20:58:24,R_SG_01
T00025745,C014088,M00646,2012.49,INR,UPI,SUCCESS,2026-06-11 07:10:29,R_IN_02
T00025746,C007105,M00188,1481.72,INR,Wallet,SUCCESS,2026-06-09 07:27:22,R_IN_01
T00025747,C009137,M00485,1161.13,INR,Card,SUCCESS,2026-03-01 03:22:44,R_IN_01
T00025748,C010990,M00523,4151.48,INR,Card,CANCELLED,2026-04-08 05:51:17,R_IN_02
T00025749,C004558,M00634,4426.8,INR,Card,SUCCESS,2026-05-13 03:34:10,R_IN_02
T00025750,C011782,M00875,6134.64,INR,UPI,SUCCESS,2026-01-15 19:09:31,R_IN_01
T00025751,C008956,M00879,541.98,INR,Card,CANCELLED,2026-06-15 05:39:33,R_IN_02
T00025752,C001661,M00426,34.28,SGD,Bank Transfer,SUCCESS,2026-04-21 21:26:31,R_SG_02
T00025753,C007469,M00726,1456.59,INR,Card,SUCCESS,2026-02-27 13:54:43,R_IN_01
T00025754,C005997,M00883,193.87,AED,Card,SUCCESS,2026-04-01 06:39:58,R_UAE_02
T00025755,C012356,M00421,47.72,SGD,Wallet,SUCCESS,2026-06-18 03:44:18,R_SG_02
T00025756,C013981,M00991,3522.13,INR,UPI,SUCCESS,2026-01-08 15:51:56,R_IN_02
T00025757,C001666,M00424,1821.67,INR,Card,SUCCESS,2026-02-08 19:58:55,R_IN_01
T00025758,C001887,M00403,51.15,AED,Card,SUCCESS,2026-02-19 04:21:59,R_UAE_01
T00025759,C005925,M00156,569.17,AED,Card,SUCCESS,2026-01-18 02:28:10,R_UAE_01
T00025760,C014295,M00755,2092.3,INR,Card,SUCCESS,2026-02-26 15:43:28,R_IN_02
T00025761,C001367,M00350,15.61,SGD,Card,SUCCESS,2026-06-06 23:53:34,R_SG_02
T00025762,C010113,M00016,3495.64,INR,UPI,SUCCESS,2026-04-23 12:15:36,R_IN_01
T00025763,C001669,M00706,19.06,SGD,Wallet,SUCCESS,2026-05-06 12:00:47,R_SG_02
T00025764,C014514,M00146,74.32,AED,Card,SUCCESS,2026-02-11 12:46:49,R_UAE_01
T00025765,C000417,M00972,1309.02,INR,Card,DECLINED_FRAUD,2026-03-09 02:13:40,R_IN_02
T00025766,C006544,M00997,4018.34,INR,Bank Transfer,SUCCESS,2026-06-20 16:37:36,R_IN_01
T00025767,C004080,M00868,418.75,AED,Card,SUCCESS,2026-02-23 16:21:11,R_UAE_01
T00025768,C003983,M00634,3064.55,INR,Card,CANCELLED,2026-06-18 17:39:46,R_IN_01
T00025769,C010886,M00530,36.2,SGD,Wallet,CANCELLED,2026-05-15 19:24:10,R_SG_01
T00025770,C008878,M00682,11.75,SGD,Card,SUCCESS,2026-04-19 18:55:45,R_SG_02
T00025771,C009365,M00220,12.59,SGD,Wallet,SUCCESS,2026-02-15 07:32:53,R_SG_02
T00025772,C001282,M00812,56.48,SGD,Bank Transfer,SUCCESS,2026-05-16 06:34:36,R_SG_02
T00025773,C012894,M00852,510.91,INR,Card,SUCCESS,2026-06-16 02:37:25,R_IN_01
T00025774,C005116,M00479,28.39,SGD,Wallet,SUCCESS,2026-02-12 22:34:38,R_SG_01
T00025775,C002205,M00164,13358.62,INR,Card,SUCCESS,2026-01-02 03:34:05,R_IN_02
T00025776,C010589,M00577,578.51,INR,UPI,SUCCESS,2026-05-26 10:52:50,R_IN_01
T00025777,C000188,M00609,1088.09,INR,UPI,SUCCESS,2026-05-05 14:43:33,R_IN_02
T00025778,C014628,M00865,102.92,SGD,Wallet,SUCCESS,2026-04-19 17:20:26,R_SG_01
T00025779,C004776,M00177,632.02,INR,Card,SUCCESS,2026-04-11 21:07:28,R_IN_02
T00025780,C013474,M00399,10.21,SGD,Card,SUCCESS,2026-04-18 18:25:11,R_SG_02
T00025781,C001148,M00430,47.79,SGD,Bank Transfer,SUCCESS,2026-03-28 16:08:23,R_SG_01
T00025782,C010482,M00825,1659.33,INR,Card,SUCCESS,2026-01-24 13:53:39,R_IN_02
T00025783,C013119,M00191,53.57,SGD,Card,SUCCESS,2026-05-31 15:24:49,R_SG_02
T00025784,C006265,M00922,2457.46,INR,UPI,SUCCESS,2026-04-13 20:11:23,R_IN_02
T00025785,C003397,M00170,1187.21,INR,Card,SUCCESS,2026-06-07 23:04:06,R_IN_02
T00025786,C001333,M00557,31.27,SGD,Wallet,DECLINED_FRAUD,2026-06-28 16:46:02,R_SG_02
T00025787,C006549,M00046,4839.82,INR,UPI,SUCCESS,2026-02-14 18:39:00,R_IN_01
T00025788,C006545,M00838,230.78,AED,Bank Transfer,SUCCESS,2026-06-03 23:18:29,R_UAE_02
T00025789,C004206,M00302,104.15,SGD,Card,SUCCESS,2026-06-28 00:24:17,R_SG_02
T00025790,C013584,M00737,37.55,SGD,Wallet,SUCCESS,2026-05-24 03:50:22,R_SG_02
T00025791,C014677,M00789,2132.98,INR,UPI,SUCCESS,2026-03-03 02:52:25,R_IN_02
T00025792,C002873,M00407,55.42,AED,Card,SUCCESS,2026-06-17 02:25:32,R_UAE_02
T00025793,C000731,M00786,35.27,SGD,Card,SUCCESS,2026-06-03 15:38:02,R_SG_01
T00025794,C011075,M00623,119.55,AED,Wallet,SUCCESS,2026-04-10 03:35:28,R_UAE_02
T00025795,C010089,M00885,13.79,SGD,Wallet,SUCCESS,2026-05-01 11:16:22,R_SG_01
T00025796,C012437,M00004,243.58,AED,Card,SUCCESS,2026-05-24 21:20:49,R_UAE_02
T00025797,C006601,M00316,144.86,AED,Card,SUCCESS,2026-02-03 11:38:37,R_UAE_01
T00025798,C010579,M00788,39.78,SGD,Card,CANCELLED,2026-06-21 10:01:08,R_SG_02
T00025799,C007227,M00983,51.18,AED,Wallet,CANCELLED,2026-06-29 04:28:02,R_UAE_02
T00025800,C004468,M00138,1632.93,INR,UPI,SUCCESS,2026-03-20 10:23:25,R_IN_02
T00025801,C000425,M00838,123.7,AED,Card,SUCCESS,2026-05-23 23:58:47,R_UAE_02
T00025802,C013393,M00541,227.51,AED,Card,SUCCESS,2026-04-05 02:59:22,R_UAE_02
T00025803,C011146,M00844,5278.4,INR,Wallet,SUCCESS,2026-01-09 11:19:29,R_IN_01
T00025804,C008645,M00528,42.12,AED,Bank Transfer,CANCELLED,2026-06-25 01:40:04,R_UAE_02
T00025805,C010971,M00116,944.03,INR,Card,DECLINED_FRAUD,2026-02-08 19:47:39,R_IN_01
T00025806,C007104,M00241,23.51,SGD,Wallet,SUCCESS,2026-01-22 20:25:12,R_SG_01
T00025807,C003002,M00376,6029.16,INR,UPI,SUCCESS,2026-06-09 03:44:36,R_IN_01
T00025808,C004151,M00464,348.36,INR,Wallet,SUCCESS,2026-01-11 23:30:30,R_IN_01
T00025809,C000386,M00546,96.43,SGD,Bank Transfer,SUCCESS,2026-05-18 05:17:07,R_SG_02
T00025810,C010163,M00337,5427.92,INR,Card,SUCCESS,2026-06-21 02:47:12,R_IN_02
T00025811,C012420,M00397,166.98,AED,Bank Transfer,SUCCESS,2026-04-03 09:59:29,R_UAE_01
T00025812,C010320,M00472,2416.51,INR,Card,SUCCESS,2026-01-20 04:39:49,R_IN_01
T00025813,C009725,M00306,251.05,AED,Wallet,SUCCESS,2026-02-25 16:18:11,R_UAE_01
T00025814,C008269,M00046,2081.31,INR,Card,SUCCESS,2026-06-24 10:16:29,R_IN_02
T00025815,C004876,M00097,1076.77,INR,Card,SUCCESS,2026-04-13 17:24:36,R_IN_02
T00025816,C004958,M00548,281.58,AED,Card,SUCCESS,2026-04-26 23:47:18,R_UAE_02
T00025817,C012165,M00281,72.12,SGD,Card,SUCCESS,2026-02-11 10:08:33,R_SG_02
T00025818,C010947,M00696,16.77,SGD,Bank Transfer,SUCCESS,2026-06-20 14:24:53,R_SG_01
T00025819,C013435,M00964,6135.51,INR,Card,SUCCESS,2026-04-22 07:50:52,R_IN_02
T00025820,C006563,M00355,1655.7,INR,Card,SUCCESS,2026-04-24 04:32:25,R_IN_01
T00025821,C008416,M00599,17.8,SGD,Bank Transfer,SUCCESS,2026-05-01 12:09:13,R_SG_01
T00025822,C007224,M00400,32.66,SGD,Wallet,CANCELLED,2026-05-30 12:45:41,R_SG_02
T00025823,C001495,M00361,4273.97,INR,Card,DECLINED_FRAUD,2026-02-21 22:06:03,R_IN_02
T00025824,C012010,M00580,56.34,SGD,Card,SUCCESS,2026-06-23 00:45:37,R_SG_01
T00025825,C010440,M00469,23.52,SGD,Wallet,SUCCESS,2026-02-15 19:30:08,R_SG_01
T00025826,C000283,M00088,451.4,AED,Card,SUCCESS,2026-02-20 16:25:19,R_UAE_01
T00025827,C013513,M00623,115.67,AED,Card,SUCCESS,2026-01-04 10:51:37,R_UAE_01
T00025828,C014759,M00987,3975.06,INR,UPI,SUCCESS,2026-01-06 15:46:53,R_IN_01
T00025829,C003145,M00818,1132.11,INR,Wallet,SUCCESS,2026-04-07 07:11:31,R_IN_01
T00025830,C005917,M00517,9.62,SGD,Bank Transfer,SUCCESS,2026-02-17 22:36:31,R_SG_01
T00025831,C010012,M00640,7956.21,INR,Card,SUCCESS,2026-02-23 18:06:33,R_IN_02
T00025832,C012389,M00245,1462.73,INR,Wallet,DECLINED_FRAUD,2026-06-29 10:33:03,R_IN_02
T00025833,C013606,M00334,29.8,AED,Card,SUCCESS,2026-06-21 12:44:54,R_UAE_02
T00025834,C005490,M00100,644.59,INR,Card,SUCCESS,2026-03-18 21:20:20,R_IN_01
T00025835,C013960,M00288,1816.13,INR,UPI,SUCCESS,2026-03-22 13:45:15,R_IN_01
T00025836,C009120,M00924,48.25,SGD,Card,SUCCESS,2026-03-12 14:47:45,R_SG_01
T00025837,C006036,M00257,3300.52,INR,Wallet,SUCCESS,2026-06-15 04:17:10,R_IN_02
T00025838,C000922,M00675,82.7,AED,Bank Transfer,SUCCESS,2026-01-28 18:07:15,R_UAE_01
T00025839,C009965,M00988,1585.32,INR,Wallet,SUCCESS,2026-05-03 18:02:19,R_IN_01
T00025840,C001306,M00587,19.51,SGD,Wallet,SUCCESS,2026-02-18 19:21:24,R_SG_02
T00025841,C013587,M00535,32.49,SGD,Card,SUCCESS,2026-05-29 18:51:30,R_SG_02
T00025842,C005137,M00874,2055.23,INR,Wallet,SUCCESS,2026-05-10 00:58:14,R_IN_02
T00025843,C000005,M00392,2206.21,INR,Wallet,SUCCESS,2026-03-30 19:56:36,R_IN_01
T00025844,C012636,M00394,158.48,SGD,Card,SUCCESS,2026-01-28 05:01:44,R_SG_01
T00025845,C006214,M00639,82.12,SGD,Card,SUCCESS,2026-05-30 22:38:59,R_SG_01
T00025846,C004465,M00439,94.77,AED,Card,SUCCESS,2026-01-22 22:07:15,R_UAE_01
T00025847,C011445,M00806,85.58,AED,Card,SUCCESS,2026-03-08 18:35:48,R_UAE_01
T00025848,C003022,M00459,1105.77,INR,Card,SUCCESS,2026-03-04 14:41:13,R_IN_01
T00025849,C004859,M00918,300.55,AED,Bank Transfer,SUCCESS,2026-05-02 10:49:12,R_UAE_01
T00025850,C000022,M00900,11.23,AED,Wallet,SUCCESS,2026-04-21 17:28:25,R_UAE_01
T00025851,C008643,M00944,3686.39,INR,UPI,SUCCESS,2026-03-10 19:55:48,R_IN_01
T00025852,C007018,M00539,1805.52,INR,Card,SUCCESS,2026-04-07 17:32:06,R_IN_01
T00025853,C000175,M00072,21.0,AED,Bank Transfer,SUCCESS,2026-04-08 17:13:47,R_UAE_02
T00025854,C008763,M00832,39.96,AED,Card,SUCCESS,2026-05-01 13:04:25,R_UAE_01
T00025855,C002163,M00628,34.05,SGD,Bank Transfer,SUCCESS,2026-06-17 23:35:10,R_SG_01
T00025856,C010659,M00890,1905.99,INR,Card,SUCCESS,2026-02-08 18:44:25,R_IN_01
T00025857,C008142,M00245,2549.18,INR,Card,FAILED_TECHNICAL,2026-04-28 20:37:24,R_IN_01
T00025858,C006071,M00351,2116.11,INR,Card,SUCCESS,2026-01-06 20:21:09,R_IN_01
T00025859,C013474,M00641,30.77,SGD,Card,FAILED_TECHNICAL,2026-05-20 10:58:56,R_SG_01
T00025860,C013713,M00501,56.24,SGD,Wallet,SUCCESS,2026-05-11 18:09:01,R_SG_02
T00025861,C005626,M00464,1128.82,INR,UPI,CANCELLED,2026-05-19 06:24:20,R_IN_02
T00025862,C012394,M00656,124.16,AED,Card,SUCCESS,2026-04-15 21:59:13,R_UAE_01
T00025863,C012444,M00144,10.99,SGD,Wallet,SUCCESS,2026-02-18 18:46:22,R_SG_02
T00025864,C009776,M00639,35.09,SGD,Card,DECLINED_FRAUD,2026-04-10 05:35:31,R_SG_02
T00025865,C013169,M00359,117.49,AED,Card,SUCCESS,2026-01-08 19:16:28,R_UAE_01
T00025866,C007634,M00998,68.99,AED,Card,SUCCESS,2026-03-29 01:13:52,R_UAE_02
T00025867,C000436,M00060,1329.32,INR,Card,SUCCESS,2026-06-09 13:45:13,R_IN_02
T00025868,C000313,M00787,4456.35,INR,Wallet,SUCCESS,2026-03-21 13:20:31,R_IN_01
T00025869,C008944,M00026,1994.85,INR,UPI,SUCCESS,2026-05-04 02:02:13,R_IN_02
T00025870,C009694,M00487,1263.82,INR,Card,FAILED_TECHNICAL,2026-03-06 21:08:51,R_IN_01
T00025871,C004848,M00685,1453.58,INR,Card,DECLINED_FRAUD,2026-02-06 15:31:27,R_IN_02
T00025872,C009385,M00445,41.71,SGD,Wallet,SUCCESS,2026-04-22 11:46:18,R_SG_01
T00025873,C013109,M00496,932.51,INR,UPI,SUCCESS,2026-01-11 00:26:53,R_IN_01
T00025874,C013215,M00748,2656.71,INR,Wallet,SUCCESS,2026-06-18 23:35:25,R_IN_02
T00025875,C013379,M00279,2439.95,INR,Card,SUCCESS,2026-05-31 12:13:00,R_IN_01
T00025876,C013987,,33.39,AED,Wallet,SUCCESS,2026-06-30 11:06:40,R_UAE_01
T00025877,C003217,M00706,29.14,SGD,Card,DECLINED_FRAUD,2026-06-30 09:32:22,R_SG_01
T00025878,C004077,M00011,58.86,AED,Bank Transfer,SUCCESS,2026-05-25 08:25:10,R_UAE_02
T00025879,C003558,M00423,24.18,SGD,Bank Transfer,SUCCESS,2026-05-31 22:23:52,R_SG_01
T00025880,C011018,M00697,74.26,AED,Card,SUCCESS,2026-04-24 18:35:09,R_UAE_01
T00025881,C008943,M00874,3480.53,INR,Card,DECLINED_FRAUD,2026-02-25 18:33:59,R_IN_01
T00025882,C001152,M00878,2622.38,INR,Card,DECLINED_FRAUD,2026-06-05 21:53:20,R_IN_01
T00025883,C003776,M00510,78.19,SGD,Card,SUCCESS,2026-03-08 05:25:34,R_SG_02
T00025884,C008362,M00824,2191.05,INR,Card,DECLINED_FRAUD,2026-05-13 22:53:18,R_IN_02
T00025885,C001132,M00375,82.15,AED,Wallet,SUCCESS,2026-05-25 12:43:09,R_UAE_01
T00025886,C001874,M00272,153.39,AED,Wallet,FAILED_TECHNICAL,2026-04-29 00:46:43,R_UAE_02
T00025887,C014721,M00043,2555.58,INR,UPI,SUCCESS,2026-05-15 18:18:14,R_IN_02
T00025888,C007441,M00269,178.2,SGD,Wallet,SUCCESS,2026-03-12 20:17:08,R_SG_02
T00025889,C003300,M00219,29.94,SGD,Card,SUCCESS,2026-05-29 16:48:59,R_SG_02
T00025890,C010699,M00255,11.27,SGD,Wallet,SUCCESS,2026-06-23 16:14:27,R_SG_02
T00025891,C010066,M00818,1776.3,INR,UPI,FAILED_TECHNICAL,2026-04-16 04:17:07,R_IN_01
T00025892,C009950,M00030,195.11,AED,Card,SUCCESS,2026-02-02 06:20:51,R_UAE_02
T00025893,C005941,M00348,26.69,SGD,Card,DECLINED_FRAUD,2026-05-08 22:08:00,R_SG_02
T00025894,C007859,M00905,1856.26,INR,Card,SUCCESS,2026-03-22 13:15:29,R_IN_01
T00025895,C013491,M00482,72.04,AED,Bank Transfer,SUCCESS,2026-04-05 09:11:25,R_UAE_01
T00025896,C009978,M00063,1059.6,INR,Wallet,SUCCESS,2026-02-10 01:31:03,R_IN_01
T00025897,C009876,M00550,1322.03,INR,Card,SUCCESS,2026-05-09 16:12:15,R_IN_01
T00025898,C004066,M00946,634.17,INR,Card,SUCCESS,2026-06-02 18:07:33,R_IN_01
T00025899,C011949,M00002,1172.93,INR,UPI,CANCELLED,2026-05-30 17:47:54,R_IN_02
T00025900,C005473,M00875,5940.39,INR,UPI,SUCCESS,2026-06-30 21:33:45,R_IN_02
T00025901,C006687,M00925,2199.72,INR,UPI,SUCCESS,2026-02-23 01:05:29,R_IN_01
T00025902,C006708,M00979,1277.48,INR,Card,SUCCESS,2026-06-19 18:37:08,R_IN_02
T00025903,C005693,M00482,18.32,AED,Bank Transfer,SUCCESS,2026-05-25 08:52:57,R_UAE_02
T00025904,C007944,M00722,80.31,SGD,Card,SUCCESS,2026-05-21 22:41:50,R_SG_01
T00025905,C001412,M00670,29.22,SGD,Bank Transfer,SUCCESS,2026-05-18 21:21:22,R_SG_02
T00025906,C010499,M00051,35.83,SGD,Card,SUCCESS,2026-04-25 16:42:02,R_SG_02
T00025907,C006141,M00559,58.09,SGD,Card,SUCCESS,2026-03-29 21:53:05,R_SG_01
T00025908,C007309,M00277,89.76,AED,Wallet,SUCCESS,2026-06-23 03:30:47,R_UAE_02
T00025909,C003925,M00369,1194.55,INR,UPI,SUCCESS,2026-02-10 04:06:58,R_IN_01
T00025910,C007695,M00933,82.48,SGD,Card,SUCCESS,2026-02-15 23:07:03,R_SG_02
T00025911,C014490,M00443,-1499.49,INR,Card,DECLINED_FRAUD,2026-01-06 05:38:25,R_IN_01
T00025912,C004729,M00255,11.45,SGD,Wallet,SUCCESS,2026-05-26 14:59:18,R_SG_02
T00025913,C007465,M00731,489.81,AED,Bank Transfer,DECLINED_FRAUD,2026-06-17 04:50:49,R_UAE_02
T00025914,C007243,M00691,54.14,AED,Card,SUCCESS,2026-02-18 15:59:42,R_UAE_01
T00025915,C000401,M00549,14.75,SGD,Card,SUCCESS,2026-01-11 04:26:16,R_SG_02
T00025916,C008433,M00530,44.06,SGD,Card,CANCELLED,2026-03-02 23:38:37,R_SG_01
T00025917,C003437,M00816,493.64,INR,Card,SUCCESS,2026-06-15 11:35:16,R_IN_02
T00025918,C008834,M00890,6795.27,INR,UPI,SUCCESS,2026-01-05 23:09:41,R_IN_01
T00025919,C006282,M00281,134.7,SGD,Card,SUCCESS,2026-01-29 17:04:49,R_SG_01
T00025920,C001917,M00851,6821.65,INR,Bank Transfer,SUCCESS,2026-01-08 09:59:56,R_IN_01
T00025921,C003013,M00526,68.19,AED,Card,SUCCESS,2026-06-23 21:14:29,R_UAE_01
T00025922,C011402,M00689,2751.96,INR,Card,SUCCESS,2026-02-06 14:17:38,R_IN_01
T00025923,C014811,M00878,4113.88,INR,UPI,SUCCESS,2026-06-17 00:30:15,R_IN_01
T00025924,C011299,M00200,19.42,SGD,Card,CANCELLED,2026-04-14 03:53:26,R_SG_01
T00025925,C012715,M00123,-7.07,SGD,Card,SUCCESS,2026-04-01 22:06:45,R_SG_02
T00025926,C001112,M00726,1529.52,INR,UPI,SUCCESS,2026-04-06 21:38:58,R_IN_02
T00025927,C003056,M00452,27.94,SGD,Card,SUCCESS,2026-04-05 01:07:10,R_SG_01
T00025928,C003129,M00475,1563.03,INR,Card,SUCCESS,2026-03-22 10:54:33,R_IN_02
T00025929,C001599,M00129,42.7,SGD,Card,SUCCESS,2026-06-05 16:00:39,R_SG_02
T00025930,C013609,M00026,4796.59,INR,UPI,SUCCESS,2026-04-20 11:24:47,R_IN_02
T00025931,C002703,M00475,1017.14,INR,UPI,SUCCESS,2026-06-29 04:51:45,R_IN_01
T00025932,C010390,M00173,72.44,AED,Card,SUCCESS,2026-04-22 01:43:42,R_UAE_02
T00025933,C010944,M00751,83.67,AED,Bank Transfer,SUCCESS,2026-06-06 19:41:05,R_UAE_01
T00025934,C002228,M00151,146.2,SGD,Card,SUCCESS,2026-05-27 16:17:18,R_SG_02
T00025935,C000104,M00964,1329.26,INR,Card,SUCCESS,2026-04-02 23:48:58,R_IN_01
T00025936,C013658,M00228,245.25,AED,Card,SUCCESS,2026-06-02 11:32:38,R_UAE_01
T00025937,C001471,M00668,3647.89,INR,Card,FAILED_TECHNICAL,2026-02-11 11:11:08,R_IN_01
T00025938,C014704,M00234,159.69,AED,Bank Transfer,SUCCESS,2026-02-22 01:08:19,R_UAE_02
T00025939,C000787,M00589,2180.82,INR,Bank Transfer,SUCCESS,2026-05-08 05:45:32,R_IN_01
T00025940,C003542,M00900,79.12,AED,Card,CANCELLED,2026-05-22 13:25:49,R_UAE_02
T00025941,C008788,M00852,1461.31,INR,UPI,SUCCESS,2026-05-12 04:14:07,R_IN_01
T00025942,C007643,M00079,1662.75,INR,Card,SUCCESS,2026-04-20 17:03:02,R_IN_02
T00025943,C007063,M00784,2182.62,INR,Bank Transfer,SUCCESS,2026-02-07 05:38:32,R_IN_01
T00025944,C011411,M00516,923.39,INR,Card,SUCCESS,2026-03-28 01:53:20,R_IN_02
T00025945,C006960,M00308,55.56,AED,Bank Transfer,CANCELLED,2026-05-06 08:08:46,R_UAE_02
T00025946,C010113,M00119,6083.14,INR,Card,SUCCESS,2026-02-26 15:23:07,R_IN_01
T00025947,C012929,M00556,115.94,AED,Card,SUCCESS,2026-05-11 07:49:56,R_UAE_02
T00025948,C004613,M00769,1302.26,INR,Card,SUCCESS,2026-02-28 07:46:27,R_IN_01
T00025949,C013156,M00784,6329.99,INR,Bank Transfer,SUCCESS,2026-01-28 23:47:35,R_IN_02
T00025950,C006223,M00316,84.16,AED,Wallet,SUCCESS,2026-03-18 12:22:22,R_UAE_02
T00025951,C008847,M00604,5251.97,INR,UPI,SUCCESS,2026-03-08 07:04:34,R_IN_01
T00025952,C013044,M00165,21.09,SGD,Bank Transfer,DECLINED_FRAUD,2026-06-05 12:05:21,R_SG_01
T00025953,C011744,M00984,15.58,SGD,Card,SUCCESS,2026-04-16 09:21:11,R_SG_02
T00025954,C005334,M00118,4677.47,INR,Card,SUCCESS,2026-01-19 00:26:19,R_IN_01
T00025955,C006533,M00829,808.72,INR,Wallet,SUCCESS,2026-06-06 02:42:56,R_IN_02
T00025956,C006671,M00406,851.56,INR,Bank Transfer,SUCCESS,2026-03-07 10:29:29,R_IN_01
T00025957,C001454,M00596,23.33,SGD,Card,CANCELLED,2026-04-30 23:52:34,R_SG_02
T00025958,C010525,M00270,41.1,AED,Card,SUCCESS,2026-04-26 11:57:03,R_UAE_02
T00025959,C014664,M00900,38.63,AED,Bank Transfer,SUCCESS,2026-06-27 22:24:24,R_UAE_02
T00025960,C011164,M00567,1054.72,INR,UPI,SUCCESS,2026-03-05 01:07:55,R_IN_01
T00025961,C007481,M00331,26.96,SGD,Card,SUCCESS,2026-02-08 17:19:22,R_SG_02
T00025962,C006710,M00292,184.16,AED,Bank Transfer,SUCCESS,2026-03-05 23:46:27,R_UAE_01
T00025963,C004645,M00788,41.24,SGD,Card,SUCCESS,2026-05-01 03:34:24,R_SG_01
T00025964,C002781,M00939,2626.01,INR,Card,SUCCESS,2026-02-25 02:02:36,R_IN_01
T00025965,C004040,M00925,3131.96,INR,Bank Transfer,FAILED_TECHNICAL,2026-03-21 18:37:11,R_IN_01
T00025966,C007419,M00816,2981.68,INR,UPI,SUCCESS,2026-05-14 19:02:20,R_IN_01
T00025967,C008737,M00397,47.22,AED,Card,SUCCESS,2026-02-01 16:10:21,R_UAE_02
T00025968,C013901,M00198,3349.92,INR,Card,SUCCESS,2026-06-23 10:20:04,R_IN_01
T00025969,C004791,M00481,1985.68,INR,UPI,SUCCESS,2026-04-24 04:09:19,R_IN_01
T00025970,C002738,M00619,1246.04,INR,UPI,FAILED_TECHNICAL,2026-04-16 10:24:37,R_IN_02
T00025971,C004811,M00171,2383.6,INR,Wallet,SUCCESS,2026-03-26 00:12:13,R_IN_01
T00025972,C010478,M00099,62.14,AED,Wallet,SUCCESS,2026-03-03 21:49:51,R_UAE_01
T00025973,C008033,M00977,3339.45,INR,Bank Transfer,SUCCESS,2026-04-16 16:00:24,R_IN_02
T00025974,C003850,M00770,34.07,SGD,Wallet,SUCCESS,2026-04-17 02:43:48,R_SG_02
T00025975,C006724,M00323,27.2,SGD,Card,SUCCESS,2026-01-17 15:47:24,R_SG_01
T00025976,C001921,M00923,15.11,SGD,Card,SUCCESS,2026-06-10 11:34:47,R_SG_02
T00025977,C012046,M00913,6.39,SGD,Card,CANCELLED,2026-06-07 14:32:20,R_SG_02
T00025978,C012774,M00488,53.92,AED,Card,SUCCESS,2026-04-10 12:57:17,R_UAE_02
T00025979,C008779,M00250,6136.59,INR,Card,SUCCESS,2026-03-21 13:15:03,R_IN_01
