transaction_id,rule_id,decision,risk_score,model_version
T00044875,geo_mismatch,APPROVE,0.4709,v1.8
T00044876,none,APPROVE,0.1776,v2.0
T00044877,velocity,APPROVE,0.3159,v1.8
T00044878,none,APPROVE,0.0,v2.0
T00044879,velocity,APPROVE,0.2003,v2.0
T00044880,new_device,APPROVE,0.6368,v2.0
T00044881,velocity,APPROVE,0.1955,v1.8
T00044882,watchlist,DECLINE,0.3834,v2.0
T00044883,amount_spike,APPROVE,0.4008,v1.8
T00044884,new_device,APPROVE,0.2593,v2.0
T00044885,velocity,APPROVE,0.6722,v2.0
T00044886,none,APPROVE,0.8873,v2.0
T00044887,new_device,APPROVE,0.2156,v2.0
T00044888,new_device,APPROVE,0.2236,v2.0
T00044889,none,APPROVE,0.7135,v2.0
T00044890,velocity,APPROVE,0.2323,v1.8
T00044891,watchlist,APPROVE,0.2749,v1.8
T00044892,new_device,APPROVE,0.203,v2.0
T00044893,none,APPROVE,0.2669,v2.0
T00044894,new_device,APPROVE,0.3232,v2.0
T00044895,amount_spike,APPROVE,0.3144,v1.8
T00044896,amount_spike,APPROVE,0.093,v1.8
T00044897,geo_mismatch,DECLINE,0.76,v1.8
T00044898,amount_spike,APPROVE,0.7383,v2.0
T00044899,none,APPROVE,0.1997,v2.0
T00044900,amount_spike,APPROVE,0.3114,v1.8
T00044901,velocity,APPROVE,0.303,v2.0
T00044902,watchlist,APPROVE,0.1803,v1.8
T00044903,new_device,DECLINE,0.5213,v1.8
T00044904,velocity,APPROVE,0.1463,v2.0
T00044905,velocity,APPROVE,0.4325,v2.0
T00044906,velocity,REVIEW,0.9178,v2.0
T00044907,amount_spike,APPROVE,0.2648,v1.8
T00044908,none,APPROVE,0.4972,v1.8
T00044909,amount_spike,APPROVE,0.4663,v1.8
T00044910,amount_spike,DECLINE,0.3823,v1.8
T00044911,new_device,APPROVE,0.222,v2.0
T00044912,new_device,APPROVE,0.3273,v2.0
T00044913,velocity,APPROVE,0.4822,v1.8
T00044914,watchlist,APPROVE,0.0613,v2.0
T00044915,geo_mismatch,APPROVE,0.186,v2.0
T00044916,geo_mismatch,DECLINE,0.0661,v2.0
T00044917,velocity,APPROVE,0.1748,v2.0
T00044918,velocity,APPROVE,0.2506,v2.0
T00044919,velocity,APPROVE,0.0671,v1.8
T00044920,none,APPROVE,0.4711,v1.8
T00044921,geo_mismatch,APPROVE,0.4676,v1.8
T00044922,amount_spike,APPROVE,0.2483,v2.0
T00044923,watchlist,APPROVE,0.2516,v2.0
T00044924,amount_spike,APPROVE,0.1241,v1.8
T00044925,velocity,APPROVE,0.0619,v1.8
T00044926,none,APPROVE,0.5626,v2.0
T00044927,velocity,APPROVE,0.1052,v2.0
T00044928,velocity,APPROVE,0.4192,v1.8
T00044929,velocity,APPROVE,0.5182,v2.0
T00044930,geo_mismatch,APPROVE,0.8178,v2.0
T00044931,none,APPROVE,0.5225,v2.0
T00044932,new_device,APPROVE,0.3507,v2.0
T00044933,amount_spike,APPROVE,0.4796,v2.0
T00044934,velocity,APPROVE,0.2287,v1.8
T00044935,new_device,APPROVE,0.7803,v2.0
T00044936,velocity,APPROVE,0.2905,v1.8
T00044937,amount_spike,APPROVE,0.2786,v2.0
T00044938,none,APPROVE,0.2404,v2.0
T00044940,watchlist,APPROVE,0.1288,v1.8
T00044941,none,APPROVE,0.0328,v1.8
T00044942,watchlist,APPROVE,0.3836,v2.0
T00044943,new_device,APPROVE,0.4746,v2.0
T00044944,geo_mismatch,APPROVE,0.0,v2.0
T00044946,none,APPROVE,0.1969,v1.8
T00044947,new_device,DECLINE,0.2589,v1.8
T00044948,new_device,APPROVE,0.4777,v1.8
T00044949,amount_spike,APPROVE,0.2169,v1.8
T00044950,amount_spike,APPROVE,0.5186,v2.0
T00044951,velocity,APPROVE,0.1818,v2.0
T00044952,geo_mismatch,APPROVE,0.2139,v1.8
T00044953,geo_mismatch,APPROVE,0.9288,v2.0
T00044954,velocity,APPROVE,0.3291,v1.8
T00044955,none,APPROVE,0.4624,v2.0
T00044956,velocity,APPROVE,0.3687,v1.8
T00044957,geo_mismatch,APPROVE,0.0974,v1.8
T00044958,new_device,APPROVE,0.3111,v1.8
T00044959,geo_mismatch,APPROVE,0.4984,v1.8
T00044960,new_device,APPROVE,0.1843,v1.8
T00044961,watchlist,APPROVE,0.2358,v1.8
T00044962,new_device,APPROVE,0.3993,v2.0
T00044963,new_device,APPROVE,0.139,v2.0
T00044964,none,APPROVE,0.083,v1.8
T00044966,new_device,APPROVE,0.7952,v1.8
T00044967,geo_mismatch,DECLINE,0.4395,v2.0
T00044968,new_device,APPROVE,0.1193,v2.0
T00044969,velocity,APPROVE,0.4209,v1.8
T00044970,watchlist,REVIEW,0.8438,v1.8
T00044971,new_device,APPROVE,0.4583,v2.0
T00044972,watchlist,APPROVE,0.5749,v2.0
T00044973,watchlist,APPROVE,0.3281,v2.0
T00044974,amount_spike,DECLINE,0.3159,v1.8
T00044975,watchlist,APPROVE,0.3992,v2.0
T00044976,geo_mismatch,APPROVE,0.3795,v1.8
T00044977,watchlist,APPROVE,0.3833,v2.0
T00044978,new_device,APPROVE,0.3628,v1.8
T00044979,none,APPROVE,0.6478,v2.0
T00044980,none,APPROVE,0.3943,v1.8
T00044981,none,APPROVE,0.6449,v1.8
T00044983,geo_mismatch,APPROVE,0.0936,v1.8
T00044984,new_device,APPROVE,0.3277,v2.0
T00044985,velocity,APPROVE,0.4927,v2.0
T00044986,none,APPROVE,0.2393,v1.8
T00044987,velocity,APPROVE,0.4507,v2.0
T00044988,none,APPROVE,0.7722,v2.0
T00044989,new_device,APPROVE,0.2812,v1.8
T00044990,geo_mismatch,DECLINE,0.3411,v2.0
T00044991,geo_mismatch,APPROVE,0.2548,v1.8
T00044992,geo_mismatch,APPROVE,0.407,v2.0
T00044993,velocity,APPROVE,0.0,v2.0
T00044994,none,APPROVE,0.7285,v2.0
T00044995,none,APPROVE,0.279,v2.0
T00044996,watchlist,APPROVE,0.2945,v1.8
T00044997,new_device,APPROVE,0.2738,v2.0
T00044998,velocity,APPROVE,0.0787,v2.0
T00044999,amount_spike,APPROVE,0.3809,v1.8
T00045000,geo_mismatch,APPROVE,0.3545,v2.0
T00045001,amount_spike,APPROVE,0.1613,v2.0
T00045002,velocity,APPROVE,0.354,v2.0
T00045003,none,APPROVE,0.3006,v1.8
T00045004,none,APPROVE,0.2658,v1.8
T00045005,velocity,APPROVE,0.5021,v2.0
T00045006,new_device,APPROVE,0.6195,v1.8
T00045007,watchlist,DECLINE,0.6546,v2.0
T00045008,new_device,APPROVE,0.1467,v1.8
T00045009,watchlist,APPROVE,0.7637,v1.8
T00045010,none,DECLINE,0.3043,v1.8
T00045011,geo_mismatch,APPROVE,1.12,v1.8
T00045012,amount_spike,APPROVE,0.3618,v2.0
T00045013,watchlist,APPROVE,0.5919,v1.8
T00045014,velocity,APPROVE,0.1642,v2.0
T00045015,new_device,APPROVE,0.4857,v2.0
T00045016,velocity,APPROVE,0.4273,v1.8
T00045017,none,APPROVE,0.1652,v2.0
T00045018,amount_spike,APPROVE,0.441,v2.0
T00045019,none,APPROVE,0.6791,v2.0
T00045020,watchlist,APPROVE,0.5695,v2.0
T00045021,none,APPROVE,0.1992,v2.0
T00045022,none,APPROVE,0.5361,v2.0
T00045023,velocity,APPROVE,0.1465,v2.0
T00045025,velocity,APPROVE,0.5951,v2.0
T00045026,none,APPROVE,0.2576,v2.0
T00045027,geo_mismatch,APPROVE,0.699,v1.8
T00045028,velocity,APPROVE,0.2129,v1.8
T00045029,amount_spike,APPROVE,0.4904,v2.0
T00045030,none,APPROVE,0.2846,v1.8
T00045031,new_device,APPROVE,0.0,v1.8
T00045032,velocity,APPROVE,0.3363,v2.0
T00045033,velocity,APPROVE,0.2724,v1.8
T00045035,amount_spike,DECLINE,0.6064,v2.0
T00045036,amount_spike,APPROVE,0.4316,v1.8
T00045037,amount_spike,APPROVE,0.4777,v2.0
T00045038,amount_spike,APPROVE,0.5897,v1.8
T00045039,watchlist,APPROVE,0.5894,v1.8
T00045040,velocity,APPROVE,0.6236,v1.8
T00045041,amount_spike,APPROVE,0.6699,v1.8
T00045042,watchlist,APPROVE,0.1322,v1.8
T00045043,new_device,APPROVE,0.0,v1.8
T00045044,new_device,APPROVE,0.0506,v2.0
T00045045,geo_mismatch,APPROVE,0.2806,v2.0
T00045046,watchlist,DECLINE,0.2224,v1.8
T00045047,amount_spike,APPROVE,0.1994,v2.0
T00045048,none,APPROVE,0.5264,v2.0
T00045049,geo_mismatch,APPROVE,0.15,v2.0
T00045050,amount_spike,APPROVE,0.6237,v2.0
T00045051,geo_mismatch,DECLINE,0.5417,v1.8
T00045052,geo_mismatch,APPROVE,0.3692,v2.0
T00045053,geo_mismatch,DECLINE,0.3427,v1.8
T00045054,geo_mismatch,DECLINE,0.2219,v2.0
T00045055,velocity,APPROVE,0.1577,v1.8
T00045056,new_device,APPROVE,0.682,v2.0
T00045057,watchlist,APPROVE,0.5478,v2.0
T00045058,none,DECLINE,0.2091,v2.0
T00045059,velocity,APPROVE,0.4331,v1.8
T00045060,watchlist,APPROVE,0.3959,v2.0
T00045061,amount_spike,APPROVE,0.0,v2.0
T00045062,amount_spike,APPROVE,0.5939,v1.8
T00045063,velocity,APPROVE,0.3134,v2.0
T00045064,amount_spike,APPROVE,0.4399,v1.8
T00045065,amount_spike,APPROVE,0.9209,v1.8
T00045066,amount_spike,APPROVE,0.1645,v1.8
T00045067,none,APPROVE,0.3744,v1.8
T00045068,new_device,APPROVE,0.3904,v2.0
T00045069,new_device,APPROVE,0.5027,v1.8
T00045070,geo_mismatch,APPROVE,0.163,v2.0
T00045071,none,APPROVE,0.1952,v1.8
T00045072,new_device,APPROVE,0.2254,v1.8
T00045073,watchlist,APPROVE,0.5434,v2.0
T00045074,velocity,DECLINE,0.3016,v2.0
T00045075,new_device,APPROVE,0.0,v2.0
T00045076,velocity,APPROVE,0.0078,v1.8
T00045077,amount_spike,APPROVE,0.331,v1.8
T00045078,none,APPROVE,0.5189,v2.0
T00045079,none,APPROVE,0.1632,v1.8
T00045080,new_device,APPROVE,0.5933,v1.8
T00045081,new_device,APPROVE,0.2733,v2.0
T00045082,amount_spike,APPROVE,0.4415,v1.8
T00045083,amount_spike,APPROVE,0.0067,v1.8
T00045084,none,APPROVE,0.3483,v2.0
T00045085,velocity,APPROVE,0.3919,v2.0
T00045086,none,APPROVE,0.3922,v2.0
T00045087,none,APPROVE,0.2198,v2.0
T00045088,velocity,APPROVE,0.0,v2.0
T00045089,none,APPROVE,0.3731,v1.8
T00045090,none,APPROVE,0.6095,v1.8
T00045091,new_device,APPROVE,0.4077,v1.8
T00045092,none,APPROVE,0.2985,v1.8
T00045093,velocity,APPROVE,0.3506,v2.0
T00045094,velocity,APPROVE,0.0115,v1.8
T00045095,geo_mismatch,APPROVE,0.6978,v2.0
T00045096,velocity,APPROVE,0.3821,v2.0
T00045097,velocity,APPROVE,0.2744,v1.8
T00045098,none,APPROVE,0.3833,v2.0
T00045099,velocity,APPROVE,0.3973,v2.0
T00045100,geo_mismatch,REVIEW,1.35,v2.0
T00045102,new_device,APPROVE,0.2296,v1.8
T00045103,velocity,APPROVE,0.3686,v2.0
T00045104,velocity,DECLINE,0.1038,v2.0
T00045105,new_device,APPROVE,0.5855,v2.0
T00045106,new_device,APPROVE,0.5608,v2.0
T00045107,new_device,APPROVE,0.3916,v2.0
T00045108,watchlist,APPROVE,0.12,v1.8
T00045109,geo_mismatch,APPROVE,0.1526,v2.0
T00045110,none,APPROVE,0.3575,v1.8
T00045111,geo_mismatch,APPROVE,0.7268,v2.0
T00045112,none,DECLINE,0.5862,v2.0
T00045113,geo_mismatch,APPROVE,0.2699,v1.8
T00045114,none,APPROVE,0.3042,v1.8
T00045115,geo_mismatch,APPROVE,0.2227,v2.0
T00045116,none,APPROVE,0.0775,v1.8
T00045117,geo_mismatch,APPROVE,0.4335,v1.8
T00045118,watchlist,APPROVE,0.3011,v1.8
T00045119,amount_spike,APPROVE,0.3957,v1.8
T00045120,none,APPROVE,0.5642,v1.8
T00045121,geo_mismatch,APPROVE,0.3059,v1.8
T00045122,velocity,APPROVE,0.3635,v2.0
T00045123,new_device,APPROVE,0.8291,v1.8
T00045124,new_device,APPROVE,0.2082,v1.8
T00045125,velocity,APPROVE,0.2067,v2.0
T00045126,none,APPROVE,0.2565,v2.0
T00045127,geo_mismatch,APPROVE,0.2321,v1.8
T00045128,velocity,APPROVE,0.3331,v2.0
T00045129,velocity,APPROVE,0.5342,v1.8
T00045130,new_device,APPROVE,0.688,v1.8
T00045131,none,APPROVE,0.0,v2.0
T00045132,geo_mismatch,APPROVE,0.5683,v2.0
T00045133,amount_spike,APPROVE,0.6885,v2.0
T00045134,new_device,APPROVE,0.3655,v2.0
T00045135,amount_spike,APPROVE,0.3327,v2.0
T00045136,none,APPROVE,0.6759,v2.0
T00045137,new_device,APPROVE,0.2294,v1.8
T00045138,new_device,APPROVE,0.5098,v2.0
T00045139,none,APPROVE,0.16,v2.0
T00045140,geo_mismatch,APPROVE,0.6366,v1.8
T00045141,velocity,APPROVE,0.776,v2.0
T00045142,watchlist,APPROVE,0.5123,v2.0
T00045143,none,APPROVE,0.1731,v2.0
T00045144,geo_mismatch,APPROVE,0.2229,v1.8
T00045145,new_device,APPROVE,0.4758,v1.8
T00045146,watchlist,APPROVE,0.0214,v1.8
T00045147,amount_spike,APPROVE,0.0982,v2.0
T00045148,new_device,APPROVE,0.2606,v2.0
T00045149,new_device,APPROVE,0.3609,v1.8
T00045150,geo_mismatch,APPROVE,0.2542,v2.0
T00045151,velocity,APPROVE,0.1948,v2.0
T00045152,none,APPROVE,0.0955,v2.0
T00045153,amount_spike,APPROVE,0.5244,v2.0
T00045154,geo_mismatch,APPROVE,0.3477,v1.8
T00045155,velocity,APPROVE,0.3691,v1.8
T00045156,geo_mismatch,APPROVE,0.3443,v2.0
T00045157,new_device,DECLINE,0.4427,v2.0
T00045158,none,APPROVE,0.2008,v1.8
T00045159,velocity,APPROVE,0.38,v1.8
T00045160,watchlist,APPROVE,0.0673,v2.0
T00045161,new_device,APPROVE,0.1602,v2.0
T00045162,geo_mismatch,APPROVE,0.2124,v2.0
T00045163,new_device,APPROVE,0.0,v1.8
T00045164,geo_mismatch,DECLINE,0.585,v1.8
T00045165,new_device,DECLINE,0.0,v2.0
T00045166,none,APPROVE,0.4618,v1.8
T00045167,amount_spike,APPROVE,0.4462,v2.0
T00045168,new_device,APPROVE,0.767,v1.8
T00045169,velocity,APPROVE,0.3058,v1.8
T00045170,none,APPROVE,0.7977,v2.0
T00045171,velocity,APPROVE,0.3313,v1.8
T00045172,geo_mismatch,APPROVE,0.1221,v2.0
T00045173,none,APPROVE,0.0,v1.8
T00045174,none,APPROVE,0.0311,v1.8
T00045175,none,APPROVE,0.1839,v1.8
T00045176,velocity,APPROVE,0.1647,v1.8
T00045177,geo_mismatch,APPROVE,0.7998,v1.8
T00045178,velocity,APPROVE,0.3239,v2.0
T00045179,amount_spike,APPROVE,0.7412,v2.0
T00045180,watchlist,APPROVE,0.6381,v2.0
T00045181,none,APPROVE,0.3438,v2.0
T00045182,geo_mismatch,APPROVE,0.4897,v2.0
T00045183,geo_mismatch,APPROVE,0.5246,v2.0
T00045184,watchlist,APPROVE,0.7268,v1.8
T00045185,velocity,APPROVE,0.8661,v2.0
T00045186,new_device,APPROVE,0.756,v1.8
T00045187,new_device,APPROVE,0.5687,v1.8
T00045188,geo_mismatch,APPROVE,0.4767,v1.8
T00045189,watchlist,DECLINE,0.2785,v2.0
T00045190,none,APPROVE,0.1881,v1.8
T00045191,none,APPROVE,0.4795,v2.0
T00045192,none,APPROVE,0.2743,v1.8
T00045193,geo_mismatch,APPROVE,0.2369,v2.0
T00045194,watchlist,APPROVE,0.3215,v2.0
T00045195,velocity,APPROVE,0.0,v1.8
T00045196,amount_spike,APPROVE,0.0,v2.0
T00045197,amount_spike,APPROVE,0.1467,v2.0
T00045198,velocity,APPROVE,0.4789,v2.0
T00045199,new_device,APPROVE,0.0,v2.0
T00045200,none,APPROVE,0.0,v1.8
T00045201,amount_spike,APPROVE,0.5242,v2.0
T00045202,velocity,APPROVE,0.7307,v2.0
T00045203,velocity,APPROVE,0.6825,v2.0
T00045204,none,APPROVE,0.1283,v2.0
T00045205,none,APPROVE,0.0,v2.0
T00045206,amount_spike,APPROVE,0.5243,v2.0
T00045207,new_device,APPROVE,0.2533,v1.8
T00045208,velocity,APPROVE,0.2808,v2.0
T00045209,amount_spike,APPROVE,0.1285,v1.8
T00045210,amount_spike,APPROVE,0.2015,v1.8
T00045211,amount_spike,DECLINE,0.9201,v2.0
T00045212,velocity,APPROVE,0.3852,v2.0
T00045213,amount_spike,APPROVE,0.3572,v1.8
T00045214,amount_spike,APPROVE,0.0128,v2.0
T00045215,none,APPROVE,0.2459,v2.0
T00045216,velocity,APPROVE,0.4684,v1.8
T00045217,geo_mismatch,APPROVE,0.312,v1.8
T00045218,geo_mismatch,APPROVE,0.6414,v2.0
T00045219,new_device,APPROVE,0.6392,v2.0
T00045220,geo_mismatch,APPROVE,0.3473,v1.8
T00045221,amount_spike,DECLINE,0.2266,v2.0
T00045222,amount_spike,APPROVE,0.0,v1.8
T00045223,none,APPROVE,0.3022,v1.8
T00045224,watchlist,APPROVE,0.2526,v1.8
T00045225,watchlist,APPROVE,0.3692,v2.0
T00045226,new_device,APPROVE,0.447,v1.8
T00045227,new_device,APPROVE,0.0423,v2.0
T00045228,amount_spike,APPROVE,0.0,v2.0
T00045229,velocity,APPROVE,0.0814,v1.8
T00045230,velocity,APPROVE,0.0668,v2.0
T00045231,none,APPROVE,0.4994,v1.8
T00045232,velocity,APPROVE,0.7453,v1.8
T00045233,new_device,APPROVE,0.595,v2.0
T00045234,new_device,APPROVE,0.2734,v2.0
T00045235,none,APPROVE,0.2248,v2.0
T00045236,none,APPROVE,0.482,v1.8
T00045237,geo_mismatch,APPROVE,0.2047,v2.0
T00045238,amount_spike,APPROVE,0.3871,v2.0
T00045239,geo_mismatch,APPROVE,0.3979,v1.8
T00045240,amount_spike,APPROVE,0.1117,v1.8
T00045241,new_device,APPROVE,0.8144,v2.0
T00045242,geo_mismatch,APPROVE,0.1603,v2.0
T00045243,amount_spike,APPROVE,0.3326,v1.8
T00045244,none,APPROVE,0.0765,v2.0
T00045245,none,APPROVE,0.1267,v1.8
T00045246,watchlist,APPROVE,0.4818,v2.0
T00045247,velocity,APPROVE,0.5331,v2.0
T00045248,none,APPROVE,0.8542,v2.0
T00045249,amount_spike,APPROVE,0.474,v2.0
T00045250,none,APPROVE,0.6876,v2.0
T00045251,velocity,APPROVE,0.5033,v1.8
T00045252,geo_mismatch,APPROVE,0.6086,v2.0
T00045253,new_device,APPROVE,0.3635,v1.8
T00045254,new_device,DECLINE,0.3698,v1.8
T00045255,geo_mismatch,APPROVE,0.4908,v1.8
T00045256,amount_spike,APPROVE,0.5717,v2.0
T00045257,none,APPROVE,0.4242,v2.0
T00045258,none,APPROVE,0.2384,v2.0
T00045259,amount_spike,APPROVE,0.468,v1.8
T00045260,new_device,APPROVE,0.0,v1.8
T00045261,velocity,APPROVE,0.0783,v1.8
T00045262,velocity,APPROVE,0.1204,v1.8
T00045263,none,APPROVE,0.0469,v1.8
T00045264,new_device,APPROVE,0.0,v2.0
T00045265,none,APPROVE,0.1123,v2.0
T00045266,velocity,APPROVE,0.6872,v1.8
T00045267,velocity,APPROVE,0.1931,v2.0
T00045268,amount_spike,APPROVE,0.4874,v2.0
T00045269,none,APPROVE,0.5916,v2.0
T00045270,none,APPROVE,0.433,v2.0
T00045271,none,APPROVE,0.3822,v2.0
T00045272,new_device,APPROVE,0.5996,v2.0
T00045273,none,APPROVE,0.171,v2.0
T00045274,watchlist,APPROVE,0.0,v1.8
T00045275,amount_spike,APPROVE,0.4414,v2.0
T00045276,geo_mismatch,APPROVE,0.2925,v1.8
T00045277,none,APPROVE,0.1446,v2.0
T00045278,new_device,APPROVE,0.1979,v1.8
T00045279,none,DECLINE,0.3164,v1.8
T00045280,new_device,APPROVE,0.3075,v2.0
T00045281,velocity,APPROVE,0.4724,v1.8
T00045282,new_device,APPROVE,0.4641,v2.0
T00045283,none,APPROVE,0.1765,v1.8
T00045284,velocity,APPROVE,0.4503,v1.8
T00045285,none,APPROVE,0.4781,v1.8
T00045286,velocity,APPROVE,0.0485,v2.0
T00045287,new_device,APPROVE,0.1286,v1.8
T00045288,none,APPROVE,0.4485,v1.8
T00045289,none,APPROVE,0.686,v2.0
T00045290,amount_spike,APPROVE,0.5243,v1.8
T00045291,new_device,APPROVE,0.107,v1.8
T00045292,velocity,APPROVE,0.2958,v1.8
T00045293,none,APPROVE,0.4576,v1.8
T00045294,velocity,APPROVE,0.3746,v2.0
T00045295,none,APPROVE,0.2963,v1.8
T00045296,amount_spike,APPROVE,0.851,v2.0
T00045297,geo_mismatch,APPROVE,0.4829,v1.8
T00045298,geo_mismatch,APPROVE,0.4659,v1.8
T00045299,amount_spike,APPROVE,0.1313,v1.8
T00045300,geo_mismatch,APPROVE,0.2357,v1.8
T00045301,geo_mismatch,APPROVE,0.0394,v2.0
T00045302,new_device,APPROVE,0.4267,v1.8
T00045303,amount_spike,APPROVE,0.3948,v2.0
T00045304,none,APPROVE,0.4071,v2.0
T00045305,none,APPROVE,0.2111,v1.8
T00045306,none,APPROVE,0.5838,v2.0
T00045307,none,APPROVE,0.2983,v2.0
T00045308,geo_mismatch,APPROVE,0.7464,v1.8
T00045309,none,APPROVE,0.5888,v2.0
T00045310,geo_mismatch,APPROVE,0.0,v1.8
T00045311,none,APPROVE,0.5814,v1.8
T00045312,velocity,DECLINE,0.5486,v2.0
T00045313,none,APPROVE,0.5281,v2.0
T00045314,geo_mismatch,APPROVE,0.1431,v2.0
T00045315,amount_spike,APPROVE,0.0453,v2.0
T00045316,none,APPROVE,0.1669,v2.0
T00045317,velocity,APPROVE,0.1979,v2.0
T00045318,new_device,APPROVE,0.4792,v1.8
T00045319,amount_spike,APPROVE,0.1347,v1.8
T00045320,new_device,APPROVE,0.7034,v1.8
T00045321,new_device,APPROVE,0.3565,v1.8
T00045322,watchlist,APPROVE,0.1837,v1.8
T00045323,new_device,APPROVE,0.4925,v1.8
T00045324,new_device,APPROVE,0.006,v1.8
T00045325,amount_spike,APPROVE,0.2205,v1.8
T00045326,watchlist,APPROVE,0.1858,v2.0
T00045327,new_device,APPROVE,0.1202,v1.8
T00045328,new_device,APPROVE,0.283,v2.0
T00045329,none,APPROVE,0.3538,v1.8
T00045330,geo_mismatch,APPROVE,0.4347,v1.8
T00045331,geo_mismatch,APPROVE,0.301,v1.8
T00045332,new_device,APPROVE,0.0201,v1.8
T00045333,none,APPROVE,0.3373,v2.0
T00045334,none,APPROVE,0.373,v2.0
T00045335,none,APPROVE,0.5115,v2.0
T00045336,watchlist,REVIEW,0.8757,v1.8
T00045337,none,APPROVE,0.1561,v1.8
T00045338,none,APPROVE,0.561,v2.0
T00045339,velocity,DECLINE,0.2896,v2.0
T00045340,none,APPROVE,0.2049,v2.0
T00045341,watchlist,APPROVE,0.1072,v1.8
T00045342,velocity,APPROVE,0.4353,v1.8
T00045343,new_device,APPROVE,0.4036,v2.0
T00045344,geo_mismatch,APPROVE,0.5547,v1.8
T00045345,none,APPROVE,0.3488,v2.0
T00045346,none,APPROVE,0.3798,v2.0
T00045347,geo_mismatch,APPROVE,0.1837,v2.0
T00045348,new_device,APPROVE,0.7128,v1.8
T00045349,new_device,APPROVE,0.4579,v1.8
T00045350,none,APPROVE,0.0,v1.8
T00045351,velocity,DECLINE,0.0,v1.8
T00045352,none,APPROVE,0.3043,v2.0
T00045353,none,APPROVE,0.0822,v2.0
T00045354,new_device,APPROVE,0.046,v2.0
T00045355,geo_mismatch,DECLINE,0.3787,v1.8
T00045356,amount_spike,APPROVE,0.128,v1.8
T00045357,velocity,APPROVE,0.5126,v1.8
T00045358,new_device,REVIEW,0.9798,v1.8
T00045359,new_device,APPROVE,0.3932,v1.8
T00045360,new_device,DECLINE,0.009,v1.8
T00045361,velocity,APPROVE,0.1046,v2.0
T00045362,watchlist,APPROVE,0.036,v2.0
T00045363,velocity,APPROVE,0.2065,v1.8
T00045364,geo_mismatch,APPROVE,0.7056,v1.8
T00045365,amount_spike,APPROVE,0.1091,v1.8
T00045366,amount_spike,APPROVE,0.4213,v1.8
T00045367,none,APPROVE,0.1677,v2.0
T00045368,new_device,APPROVE,0.8521,v1.8
T00045369,geo_mismatch,APPROVE,0.69,v2.0
T00045370,none,DECLINE,0.5046,v2.0
T00045371,none,APPROVE,0.0749,v2.0
T00045372,velocity,APPROVE,0.3182,v1.8
T00045373,none,APPROVE,0.0123,v1.8
T00045374,amount_spike,APPROVE,0.4925,v1.8
T00045375,new_device,APPROVE,0.4929,v2.0
T00045376,watchlist,APPROVE,0.4718,v1.8
T00045377,amount_spike,APPROVE,0.4704,v1.8
T00045378,new_device,APPROVE,0.3629,v2.0
T00045379,none,DECLINE,0.2231,v2.0
T00045380,watchlist,APPROVE,0.4482,v1.8
T00045381,velocity,APPROVE,0.4829,v1.8
T00045382,velocity,APPROVE,0.3476,v2.0
T00045383,watchlist,APPROVE,0.22,v1.8
T00045384,none,APPROVE,0.6703,v2.0
T00045385,new_device,APPROVE,0.0217,v1.8
T00045386,new_device,APPROVE,0.3696,v2.0
T00045387,new_device,APPROVE,0.4631,v1.8
T00045388,none,APPROVE,0.3643,v2.0
T00045389,none,APPROVE,0.1781,v1.8
T00045390,none,APPROVE,0.3942,v2.0
T00045391,velocity,APPROVE,0.0475,v2.0
T00045392,amount_spike,APPROVE,0.4068,v1.8
T00045393,none,APPROVE,0.2564,v2.0
T00045394,new_device,APPROVE,0.0458,v2.0
T00045395,amount_spike,APPROVE,0.5118,v1.8
T00045396,velocity,APPROVE,0.4339,v2.0
T00045397,none,APPROVE,0.3969,v2.0
T00045398,velocity,APPROVE,0.4729,v1.8
T00045399,none,APPROVE,0.1507,v1.8
T00045400,geo_mismatch,APPROVE,0.7533,v1.8
T00045401,none,APPROVE,0.127,v2.0
T00045402,amount_spike,APPROVE,0.2512,v1.8
T00045403,none,APPROVE,0.3099,v1.8
T00045404,velocity,APPROVE,0.5118,v1.8
T00045405,none,APPROVE,0.1285,v1.8
T00045406,velocity,APPROVE,0.5382,v2.0
T00045407,new_device,APPROVE,0.7845,v2.0
T00045408,velocity,APPROVE,0.3786,v2.0
T00045409,none,APPROVE,0.4935,v1.8
T00045410,velocity,APPROVE,0.3838,v2.0
T00045411,none,APPROVE,0.2512,v2.0
T00045412,none,DECLINE,0.2747,v1.8
T00045413,none,APPROVE,0.1901,v1.8
T00045414,new_device,APPROVE,0.2882,v2.0
T00045416,new_device,APPROVE,0.7578,v2.0
T00045417,geo_mismatch,APPROVE,0.5079,v1.8
T00045418,new_device,APPROVE,0.0127,v2.0
T00045420,new_device,APPROVE,0.4398,v1.8
T00045421,new_device,APPROVE,0.1907,v1.8
T00045422,none,APPROVE,0.3122,v2.0
T00045423,none,APPROVE,0.0475,v1.8
T00045424,velocity,APPROVE,0.1106,v1.8
T00045425,new_device,APPROVE,0.2377,v2.0
T00045426,none,APPROVE,1.35,v1.8
T00045427,new_device,APPROVE,0.1924,v2.0
T00045428,amount_spike,APPROVE,0.3567,v2.0
T00045430,none,APPROVE,0.2611,v1.8
T00045431,velocity,DECLINE,0.2472,v2.0
T00045432,new_device,APPROVE,0.1928,v1.8
T00045433,velocity,APPROVE,0.6302,v1.8
T00045434,velocity,APPROVE,0.0,v1.8
T00045435,amount_spike,APPROVE,1.0,v2.0
T00045436,amount_spike,APPROVE,0.6666,v2.0
